#timestamp [ns],p_WS_R_x [m],p_WS_R_y [m],p_WS_R_z [m]
1548883280731864213,-6.0595,10.8803,0.1752
1548883280812724113,-6.0469,10.8542,0.1736
1548883280935367584,-6.0374,10.8308,0.1734
1548883280996855020,-6.0394,10.8297,0.1734
1548883281057840347,-6.027,10.808,0.1726
1548883281177393198,-6.0175,10.7824,0.1735
1548883281301220893,-6.0124,10.7589,0.1737
1548883281361132621,-6.0156,10.7571,0.1737
1548883281424930572,-6.0017,10.7339,0.1735
1548883281481148481,-6.0051,10.732,0.1735
1548883281543450117,-5.9943,10.7117,0.1736
1548883281626159429,-6.0011,10.7079,0.1736
1548883281747107744,-5.9988,10.6748,0.1742
1548883281807611227,-5.9825,10.6484,0.1725
1548883281906126737,-5.972,10.6279,0.1716
1548883282033981084,-5.9679,10.6061,0.1715
1548883282117029666,-5.9682,10.606,0.1715
1548883282271874666,-5.9519,10.5646,0.1732
1548883282318072080,-5.9596,10.5603,0.1732
1548883282393566370,-5.9433,10.5374,0.1725
1548883282508630037,-5.9392,10.5132,0.1728
1548883282562430858,-5.9403,10.5126,0.1728
1548883282750173330,-5.9173,10.4636,0.1727
1548883282867955446,-5.9328,10.4548,0.1727
1548883282929443359,-5.919,10.4293,0.1724
1548883282992386341,-5.9237,10.4266,0.1724
1548883283048424482,-5.9109,10.4028,0.1717
1548883283170226335,-5.9083,10.3768,0.1708
1548883283231287479,-5.9082,10.3768,0.1708
1548883283289159059,-5.8956,10.3494,0.1716
1548883283348804235,-5.8998,10.3471,0.1716
1548883283408231735,-5.8894,10.3219,0.1717
1548883283478778123,-5.8716,10.2975,0.1721
1548883283550451517,-5.874,10.2961,0.1721
1548883283654104232,-5.8642,10.2718,0.1714
1548883283720545053,-5.8493,10.2503,0.1703
1548883283843119859,-5.8387,10.2265,0.1713
1548883283952745437,-5.8444,10.2232,0.1713
1548883284014338731,-5.8309,10.1998,0.172
1548883284075348854,-5.8308,10.1998,0.172
1548883284203445196,-5.8029,10.1501,0.1721
1548883284319387674,-5.8029,10.1501,0.1721
1548883284418250799,-5.7913,10.1234,0.1722
1548883284517643213,-5.7928,10.0948,0.1734
1548883284565212965,-5.7748,10.0694,0.1733
1548883284688838481,-5.7626,10.043,0.1732
1548883284740568637,-5.7644,10.0419,0.1732
1548883284816425800,-5.7519,10.0168,0.1734
1548883284934609651,-5.7445,9.9911,0.1736
1548883284988061428,-5.7496,9.9881,0.1736
1548883285053620576,-5.7353,9.9652,0.1738
1548883285176396369,-5.7242,9.9393,0.1738
1548883285297070503,-5.7117,9.9119,0.1736
1548883285414544105,-5.7146,9.9102,0.1736
1548883285477397203,-5.7006,9.8813,0.1742
1548883285539379119,-5.6856,9.8576,0.1749
1548883285656419038,-5.6763,9.8306,0.1754
1548883285782115221,-5.6727,9.8062,0.1764
1548883285843984365,-5.6766,9.8039,0.1764
1548883285894851922,-5.6596,9.7779,0.1777
1548883285985283851,-5.6635,9.7756,0.1777
1548883286088320016,-5.6531,9.7458,0.1778
1548883286232840538,-5.6365,9.7253,0.1792
1548883286336514234,-5.6294,9.6936,0.1801
1548883286383884191,-5.611,9.665,0.1786
1548883286506248712,-5.6021,9.6401,0.1819
1548883286620027303,-5.611,9.6349,0.1819
1548883286748671531,-5.5797,9.5848,0.1823
1548883286822893381,-5.5776,9.586,0.1823
1548883286868612289,-5.5672,9.5701,0.1831
1548883286926565647,-5.5667,9.5704,0.1831
1548883286989360809,-5.5562,9.5441,0.1822
1548883287108271360,-5.5445,9.5127,0.1825
1548883287310114145,-5.539,9.5159,0.1825
1548883287409684181,-5.5389,9.516,0.1825
1548883287511155605,-5.499,9.4547,0.1823
1548883287557459115,-5.4846,9.4283,0.1835
1548883287713230371,-5.4722,9.3963,0.1832
1548883287797505617,-5.4609,9.3611,0.1844
1548883287880526065,-5.4643,9.3591,0.1844
1548883287917315721,-5.4436,9.3261,0.1851
1548883287999678134,-5.4458,9.3247,0.1851
1548883288038168430,-5.4241,9.2911,0.187
1548883288141723871,-5.4224,9.2921,0.187
1548883288273253917,-5.3797,9.2232,0.1881
1548883288341258049,-5.3764,9.2251,0.1881
1548883288392915248,-5.3557,9.1839,0.1903
1548883288441251039,-5.3539,9.1849,0.1903
1548883288518101215,-5.3378,9.1526,0.19
1548883288632548093,-5.3175,9.1204,0.192
1548883288753282546,-5.2904,9.0783,0.1935
1548883288841192722,-5.29,9.0785,0.1935
1548883288941352367,-5.2754,9.0373,0.1926
1548883288994477987,-5.2598,9.0105,0.1925
1548883289042520999,-5.2655,9.0072,0.1925
1548883289105393171,-5.2671,9.0062,0.1925
1548883289225270271,-5.2502,8.9709,0.1911
1548883289354167699,-5.2166,8.9061,0.1883
1548883289472765684,-5.2083,8.8739,0.1857
1548883289549348831,-5.2102,8.8728,0.1857
1548883289712435483,-5.1757,8.8072,0.1839
1548883289832425832,-5.1798,8.7747,0.1822
1548883289918826580,-5.1811,8.7739,0.1822
1548883289978544950,-5.1696,8.7436,0.182
1548883290039509057,-5.1712,8.7426,0.182
1548883290098909378,-5.1587,8.7116,0.1829
1548883290218321323,-5.1445,8.6654,0.1835
1548883290308381795,-5.123,8.6432,0.1856
1548883290361256361,-5.1216,8.644,0.1856
1548883290427434682,-5.1063,8.6136,0.1851
1548883290525267362,-5.0973,8.6189,0.1851
1548883290585347652,-5.0844,8.5928,0.1865
1548883290726449012,-5.0732,8.5669,0.1875
1548883290787601470,-5.0569,8.5359,0.186
1548883290894284725,-5.0637,8.5318,0.186
1548883290953381299,-5.0446,8.5001,0.1878
1548883291012652397,-5.0468,8.4988,0.1878
1548883291073158025,-5.0358,8.4693,0.1874
1548883291268872976,-5.001,8.4027,0.1855
1548883291334769248,-5.0059,8.3998,0.1855
1548883291385329723,-4.9893,8.3713,0.1864
1548883291457889080,-5.0002,8.3648,0.1864
1548883291507708072,-4.9842,8.3394,0.1853
1548883291578709840,-4.9953,8.3328,0.1853
1548883291697427511,-4.9857,8.2965,0.1853
1548883291749543666,-4.9657,8.2642,0.1851
1548883291818212270,-4.9719,8.2605,0.1851
1548883291867726087,-4.9516,8.2283,0.1868
1548883291937484741,-4.954,8.2269,0.1868
1548883291987424373,-4.9333,8.1902,0.1879
1548883292105229139,-4.92,8.176,0.1905
1548883292223973274,-4.9105,8.1502,0.1915
1548883292343232870,-4.9056,8.1531,0.1915
1548883292460547924,-4.8733,8.1059,0.1955
1548883292523573160,-4.8763,8.1042,0.1955
1548883292580677747,-4.8611,8.0771,0.1951
1548883292701328754,-4.8423,8.0464,0.1964
1548883292808598041,-4.8401,8.0477,0.1964
1548883292911556243,-4.8308,8.031,0.1976
1548883293010754585,-4.8079,7.997,0.1959
1548883293060536861,-4.7885,7.9679,0.1941
1548883293179901123,-4.772,7.9428,0.1914
1548883293255876541,-4.7684,7.945,0.1914
1548883293297757387,-4.7479,7.9096,0.1887
1548883293360449790,-4.7451,7.9113,0.1887
1548883293423537492,-4.726,7.8737,0.1871
1548883293504642486,-4.7284,7.8723,0.1871
1548883293605592727,-4.7252,7.8416,0.1858
1548883293775079965,-4.6698,7.7688,0.1839
1548883293895078420,-4.6588,7.7357,0.1826
1548883294011951923,-4.6687,7.7297,0.1826
1548883294075047492,-4.654,7.7013,0.181
1548883294193516254,-4.6415,7.6702,0.1804
1548883294257240533,-4.6461,7.6674,0.1804
1548883294314700126,-4.6324,7.6419,0.1788
1548883294376262187,-4.615,7.6173,0.1787
1548883294491470336,-4.5942,7.5785,0.1774
1548883294611656188,-4.5841,7.5542,0.1774
1548883294730436325,-4.5657,7.5233,0.1766
1548883294818432569,-4.5634,7.5247,0.1766
1548883294918496608,-4.5415,7.4924,0.1751
1548883294969955682,-4.531,7.4742,0.176
1548883295019401073,-4.5292,7.4753,0.176
1548883295090376615,-4.5231,7.4614,0.1777
1548883295208886861,-4.5077,7.4415,0.1774
1548883295264832735,-4.5046,7.4433,0.1774
1548883295328813314,-4.4977,7.4299,0.1796
1548883295427649497,-4.4924,7.4332,0.1796
1548883295571452617,-4.4788,7.4168,0.1791
1548883295689093828,-4.4526,7.372,0.1775
1548883295769998550,-4.453,7.3717,0.1775
1548883295809628963,-4.4395,7.3483,0.1766
1548883295872570037,-4.4398,7.3482,0.1766
1548883295934600114,-4.4283,7.3282,0.1769
1548883296047413349,-4.41,7.2996,0.1749
1548883296172551155,-4.3871,7.2667,0.1753
1548883296289814472,-4.3746,7.2345,0.1751
1548883296405888557,-4.3723,7.2125,0.1755
1548883296480612277,-4.3766,7.2099,0.1755
1548883296527726411,-4.3599,7.1872,0.176
1548883296600366115,-4.3455,7.196,0.176
1548883296720426797,-4.334,7.2029,0.176
1548883296781015157,-4.3379,7.2005,0.176
1548883296843497753,-4.28,7.1035,0.1743
1548883296982453823,-4.292,7.0963,0.1743
1548883297045353174,-4.2784,7.0671,0.1742
1548883297104601144,-4.2933,7.058,0.1742
1548883297224567890,-4.2784,7.0309,0.1722
1548883297286031007,-4.26,6.9964,0.1716
1548883297350037097,-4.2361,6.9618,0.1708
1548883297428122043,-4.2331,6.9636,0.1708
1548883297530408382,-4.211,6.928,0.1698
1548883297594008922,-4.1934,6.8965,0.17
1548883297710407018,-4.1833,6.8757,0.171
1548883297779824972,-4.1859,6.8741,0.171
1548883297830437421,-4.1659,6.8417,0.1709
1548883297880750894,-4.1693,6.8397,0.1709
1548883297947632312,-4.1519,6.8175,0.1713
1548883298022790193,-4.1513,6.8179,0.1713
1548883298067560911,-4.135,6.7857,0.1704
1548883298184427022,-4.1257,6.7585,0.1708
1548883298287042140,-4.1329,6.7541,0.1708
1548883298345561742,-4.1117,6.719,0.1705
1548883298426012277,-4.086,6.6878,0.1693
1548883298488791704,-4.0776,6.693,0.1693
1548883298552955627,-4.0607,6.66,0.1677
1548883298670564651,-4.0416,6.6412,0.1671
1548883298731236934,-4.0514,6.6352,0.1671
1548883298782568454,-4.0386,6.6231,0.1682
1548883298849747180,-4.0416,6.6212,0.1682
1548883298900580167,-4.0242,6.5979,0.1696
1548883298970639944,-4.0279,6.5956,0.1696
1548883299018797159,-4.0156,6.5703,0.1697
1548883299091722965,-4.0176,6.569,0.1697
1548883299231050729,-4.002,6.5563,0.1699
1548883299335803508,-3.9745,6.5262,0.17
1548883299395682573,-3.9502,6.4976,0.1703
1548883299456634283,-3.9496,6.4981,0.1703
1548883299517372608,-3.9575,6.4932,0.1703
1548883299576409339,-3.9587,6.4925,0.1703
1548883299716544628,-3.9044,6.4201,0.1732
1548883299836790323,-3.8952,6.394,0.1732
1548883299954316616,-3.8689,6.3632,0.1744
1548883300006299734,-3.8657,6.3651,0.1744
1548883300070442199,-3.87,6.3625,0.1744
1548883300196176052,-3.8346,6.3021,0.1755
1548883300316434860,-3.8374,6.3003,0.1755
1548883300436748266,-3.8162,6.2571,0.1739
1548883300495076894,-3.807,6.2627,0.1739
1548883300560267448,-3.8071,6.2627,0.1739
1548883300681447267,-3.7819,6.2054,0.1715
1548883300760696411,-3.7895,6.2008,0.1715
1548883300803806781,-3.7746,6.177,0.1732
1548883300881472587,-3.7833,6.1717,0.1732
1548883300924974441,-3.77,6.1528,0.1743
1548883301046424150,-3.7575,6.1265,0.1742
1548883301162490367,-3.7574,6.1266,0.1742
1548883301289751529,-3.7192,6.069,0.1747
1548883301347441196,-3.7172,6.0702,0.1747
1548883301409388065,-3.6976,6.0401,0.1737
1548883301530538320,-3.6783,6.0061,0.174
1548883301632628440,-3.6777,6.0065,0.174
1548883301769912719,-3.6492,5.9476,0.1763
1548883301854887485,-3.6542,5.9446,0.1763
1548883301892121076,-3.6368,5.9152,0.1799
1548883301975160837,-3.648,5.9083,0.1799
1548883302014614343,-3.6292,5.8764,0.1806
1548883302095295429,-3.6361,5.8721,0.1806
1548883302215307235,-3.6243,5.8218,0.181
1548883302257382154,-3.598,5.7875,0.1811
1548883302378809452,-3.5777,5.7624,0.1808
1548883302480487823,-3.5751,5.764,0.1808
1548883302540274858,-3.5507,5.7263,0.1771
1548883302621490001,-3.5255,5.6914,0.1744
1548883302744279384,-3.5118,5.6998,0.1744
1548883302866029262,-3.491,5.6468,0.175
1548883302946481466,-3.4996,5.6415,0.175
1548883302984711885,-3.484,5.6182,0.1768
1548883303066501617,-3.4859,5.617,0.1768
1548883303185635566,-3.4718,5.5762,0.1776
1548883303228934288,-3.4497,5.544,0.1787
1548883303349601984,-3.4321,5.509,0.1778
1548883303450423717,-3.4401,5.504,0.1778
1548883303510566711,-3.4243,5.4725,0.1829
1548883303590404033,-3.4058,5.4417,0.178
1548883303715542554,-3.3883,5.409,0.1789
1548883303794744729,-3.3851,5.411,0.1789
1548883303897212266,-3.3568,5.3969,0.1758
1548883303951384544,-3.3516,5.3754,0.1744
1548883304041451930,-3.3549,5.3734,0.1744
1548883304105316400,-3.3399,5.3427,0.1732
1548883304306890487,-3.3236,5.3151,0.1737
1548883304408596754,-3.3012,5.2878,0.1723
1548883304507671117,-3.2762,5.267,0.1702
1548883304560530185,-3.2639,5.2369,0.1693
1548883304680214643,-3.2526,5.2075,0.1686
1548883304805649995,-3.2365,5.1786,0.1688
1548883304998615503,-3.2199,5.1383,0.1672
1548883305044277906,-3.1981,5.1083,0.1655
1548883305302560806,-3.1973,5.1088,0.1655
1548883305463704586,-3.1596,5.0169,0.159
1548883305525481700,-3.16,5.0167,0.159
1548883305586244344,-3.1437,4.9868,0.1575
1548883305772625446,-3.1095,4.9339,0.1552
1548883305892817735,-3.1125,4.932,0.1552
1548883305988715410,-3.1035,4.8999,0.1549
1548883306052631378,-3.0804,4.8683,0.1548
1548883306192606449,-3.0642,4.843,0.155
1548883306256750583,-3.0501,4.82,0.1544
1548883306381067276,-3.032,4.7901,0.1528
1548883306461450099,-3.0261,4.7938,0.1528
1548883306501173734,-3.0127,4.768,0.1513
1548883306622514486,-3.0003,4.7475,0.1509
1548883306745526790,-2.987,4.7357,0.1509
1548883306830744981,-2.9858,4.7365,0.1509
1548883306984744310,-2.9591,4.6848,0.1501
1548883307055679082,-2.9572,4.686,0.1501
1548883307233750820,-2.9329,4.6351,0.1486
1548883307321523666,-2.9402,4.6305,0.1486
1548883307381027221,-2.9255,4.6031,0.1469
1548883307440665483,-2.9232,4.6046,0.1469
1548883307582782506,-2.9062,4.587,0.1459
1548883307705738544,-2.8958,4.5759,0.1443
1548883307766231298,-2.882,4.5621,0.1436
1548883307825895071,-2.884,4.5609,0.1436
1548883307960286378,-2.8594,4.5197,0.1418
1548883308070204257,-2.8621,4.5179,0.1418
1548883308196695804,-2.8491,4.4966,0.1415
1548883308326378583,-2.8224,4.4519,0.1408
1548883308435928821,-2.8259,4.4497,0.1408
1548883308499203443,-2.8179,4.4346,0.1418
1548883308560322284,-2.8188,4.4341,0.1418
1548883308687494754,-2.7956,4.3966,0.1421
1548883308802157640,-2.796,4.3964,0.1421
1548883308903720855,-2.7899,4.3801,0.1424
1548883309002663612,-2.7838,4.3579,0.1428
1548883309046201944,-2.7725,4.3401,0.1449
1548883309124671220,-2.7797,4.3355,0.1449
1548883309290442466,-2.7468,4.2876,0.1457
1548883309411794900,-2.7348,4.2608,0.1464
1548883309534747838,-2.7229,4.2471,0.1453
1548883309574384927,-2.7238,4.2465,0.1453
1548883309738002538,-2.7156,4.2126,0.1445
1548883309776681423,-2.7054,4.1989,0.1448
1548883309858794927,-2.7078,4.1973,0.1448
1548883309895810365,-2.696,4.1752,0.1445
1548883309976955652,-2.7087,4.167,0.1445
1548883310038736581,-2.691,4.1284,0.1438
1548883310098147869,-2.6949,4.1259,0.1438
1548883310218484401,-2.678,4.0963,0.143
1548883310256651878,-2.6646,4.0764,0.1434
1548883310337573528,-2.6674,4.0745,0.1434
1548883310396949529,-2.6516,4.0454,0.1432
1548883310458621740,-2.6534,4.0442,0.1432
1548883310518009424,-2.6378,4.0162,0.1426
1548883310578047752,-2.6398,4.0149,0.1426
1548883310698005437,-2.6295,3.9894,0.1422
1548883310744063854,-2.6054,3.955,0.1406
1548883310899373292,-2.5936,3.9627,0.1406
1548883310961269855,-2.5831,3.9696,0.1406
1548883311004709482,-2.5621,3.9307,0.1408
1548883311079771757,-2.5693,3.926,0.1408
1548883311201143741,-2.5597,3.8833,0.1401
1548883311260662555,-2.5602,3.8829,0.1401
1548883311321587562,-2.5272,3.864,0.1379
1548883311381102323,-2.5199,3.8687,0.1379
1548883311440871238,-2.5227,3.8669,0.1379
1548883311501662254,-2.5298,3.8623,0.1379
1548883311561260700,-2.528,3.8635,0.1379
1548883311702552795,-2.4964,3.829,0.1401
1548883311804643630,-2.495,3.83,0.1401
1548883311948801517,-2.495,3.83,0.1401
1548883312010428667,-2.4498,3.7782,0.1405
1548883312071674823,-2.4521,3.7767,0.1405
1548883312211030244,-2.4433,3.7598,0.14
1548883312315932273,-2.4314,3.7448,0.141
1548883312415047168,-2.4196,3.7238,0.142
1548883312463422775,-2.4048,3.7012,0.1419
1548883312514145135,-2.4016,3.7033,0.1419
1548883312591312646,-2.3824,3.6776,0.1421
1548883312705686092,-2.357,3.6581,0.1452
1548883312830294609,-2.3406,3.6306,0.1457
1548883312882279157,-2.3403,3.6308,0.1457
1548883312949038028,-2.3268,3.6119,0.1494
1548883313069071292,-2.2939,3.5904,0.1447
1548883313190640687,-2.2971,3.5717,0.1454
1548883313310863971,-2.2817,3.5519,0.1441
1548883313433661460,-2.2792,3.5358,0.1416
1548883313520683288,-2.2854,3.5317,0.1416
1548883313580499172,-2.2713,3.5184,0.1387
1548883313782218217,-2.2731,3.4898,0.1376
1548883313845334053,-2.2577,3.4649,0.1444
1548883313913580656,-2.2441,3.4525,0.1394
1548883313985749721,-2.2452,3.4518,0.1394
1548883314032673358,-2.2272,3.4278,0.1351
1548883314154888153,-2.218,3.4039,0.1375
1548883314276257753,-2.2294,3.3964,0.1375
1548883314335468769,-2.2173,3.3756,0.1382
1548883314392768144,-2.2157,3.3767,0.1382
1548883314453136444,-2.2032,3.3848,0.1382
1548883314513920545,-2.2023,3.3855,0.1382
1548883314694216966,-2.2143,3.3776,0.1382
1548883314752828836,-2.2171,3.3758,0.1382
1548883314816681146,-2.2172,3.3757,0.1382
1548883314875295162,-2.1386,3.2552,0.1311
1548883314932926177,-2.1391,3.2549,0.1311
1548883315075371265,-2.1156,3.2333,0.1302
1548883315197571754,-2.0913,3.1989,0.1303
1548883315257870912,-2.0733,3.1773,0.1289
1548883315316935777,-2.0674,3.1811,0.1289
1548883315376197338,-2.0542,3.1647,0.1291
1548883315436920166,-2.0575,3.1625,0.1291
1548883315496917486,-2.0517,3.14,0.129
1548883315556926727,-2.0574,3.1363,0.129
1548883315677675485,-2.0365,3.1105,0.1273
1548883315736998558,-2.0096,3.0864,0.1264
1548883315795933723,-2.0091,3.0866,0.1264
1548883315856875419,-1.9937,3.0693,0.1247
1548883315917305946,-1.9898,3.0718,0.1247
1548883315977355480,-1.9805,3.0552,0.124
1548883316052644968,-1.9674,3.0363,0.1237
1548883316173682928,-1.951,3.0172,0.1227
1548883316220867633,-1.949,3.0184,0.1227
1548883316296989202,-1.9351,3.0084,0.1224
1548883316385982990,-1.9366,3.0074,0.1224
1548883316527353048,-1.9261,2.9891,0.1228
1548883316627070903,-1.9076,2.9678,0.1216
1548883316779853820,-1.8818,2.9238,0.1196
1548883316826914072,-1.8821,2.9236,0.1196
1548883316904165267,-1.8687,2.9049,0.1187
1548883317020714282,-1.8495,2.8804,0.118
1548883317128291845,-1.8428,2.8847,0.118
1548883317250747203,-1.8332,2.8469,0.1165
1548883317309833526,-1.8219,2.8364,0.1148
1548883317379077196,-1.8066,2.813,0.1139
1548883317451987743,-1.8177,2.8058,0.1139
1548883317497638940,-1.8116,2.7979,0.1123
1548883317572791099,-1.81,2.799,0.1123
1548883317692678451,-1.795,2.7801,0.1114
1548883317739879131,-1.786,2.7669,0.1112
1548883317812017440,-1.7776,2.7723,0.1112
1548883317862178802,-1.7633,2.7458,0.1098
1548883317932692527,-1.7642,2.7452,0.1098
1548883317983821392,-1.7493,2.7205,0.1066
1548883318073925018,-1.7493,2.7205,0.1066
1548883318197362422,-1.7233,2.6922,0.1013
1548883318256694316,-1.7093,2.6727,0.0999
1548883318350844144,-1.6977,2.6492,0.1
1548883318397987604,-1.6983,2.6489,0.1
1548883318477276563,-1.6822,2.6236,0.0982
1548883318564988136,-1.6835,2.6227,0.0982
1548883318712631464,-1.6452,2.5748,0.0969
1548883318805823087,-1.6451,2.5749,0.0969
1548883318865132331,-1.6283,2.5548,0.0966
1548883318925775527,-1.6262,2.5561,0.0966
1548883318984790563,-1.6162,2.5387,0.0969
1548883319045276165,-1.6135,2.5405,0.0969
1548883319105914115,-1.5876,2.5167,0.0958
1548883319228876590,-1.5783,2.5225,0.0958
1548883319285695075,-1.5713,2.5068,0.0958
1548883319350035905,-1.5554,2.4814,0.0941
1548883319472506761,-1.5384,2.4579,0.0918
1548883319594141960,-1.5297,2.4269,0.0874
1548883319716731786,-1.5093,2.3866,0.0851
1548883319793213844,-1.5062,2.3886,0.0851
1548883319836115598,-1.4944,2.3677,0.0831
1548883319912836313,-1.4899,2.3705,0.0831
1548883319973637819,-1.4779,2.3498,0.0813
1548883320033916234,-1.4832,2.3464,0.0813
1548883320092896461,-1.4679,2.3101,0.0779
1548883320213705539,-1.4471,2.2937,0.0756
1548883320273210525,-1.4424,2.2967,0.0756
1548883320334752559,-1.4373,2.2822,0.0743
1548883320392828941,-1.4396,2.2808,0.0743
1548883320431616783,-1.4222,2.2587,0.0713
1548883320512788057,-1.409,2.2669,0.0713
1548883320552333354,-1.4024,2.2522,0.0711
1548883320673963546,-1.3846,2.2304,0.0693
1548883320751951456,-1.3765,2.2354,0.0693
1548883320812715530,-1.3629,2.2203,0.0676
1548883320875825881,-1.366,2.2184,0.0676
1548883320935310602,-1.3583,2.2008,0.0669
1548883320992859840,-1.3553,2.2027,0.0669
1548883321036309003,-1.3389,2.1787,0.0661
1548883321134773731,-1.3347,2.1813,0.0661
