#timestamp [ns],p_WS_R_x [m],p_WS_R_y [m],p_WS_R_z [m]
1548809209512925386,25.3904,0.2979,-0.3135
1548809209628858089,25.3904,0.2982,-0.3135
1548809209725553512,25.3464,0.2973,-0.3139
1548809209873756170,25.2564,0.2973,-0.3141
1548809209925935268,25.2564,0.2973,-0.3141
1548809209994126319,25.2114,0.2961,-0.3142
1548809210113602638,25.1704,0.2969,-0.3131
1548809210226841926,25.1704,0.2965,-0.3131
1548809210350922822,25.0804,0.2948,-0.3141
1548809210426838874,25.0804,0.2967,-0.3141
1548809210473817110,25.0384,0.2949,-0.3152
1548809210525954961,25.0384,0.2943,-0.3152
1548809210599044799,24.9924,0.2954,-0.3131
1548809210716500997,24.9444,0.2946,-0.3094
1548809210834834337,24.8964,0.2961,-0.3134
1548809210955331563,24.8963,0.2999,-0.3134
1548809211052949666,24.8523,0.2997,-0.313
1548809211153569936,24.8083,0.301,-0.3131
1548809211252988576,24.7563,0.302,-0.3131
1548809211436462402,24.6623,0.3015,-0.3144
1548809211553005933,24.6621,0.3109,-0.3144
1548809211658956527,24.6112,0.3074,-0.3156
1548809211762200832,24.5641,0.3096,-0.3149
1548809211917638301,24.4701,0.3094,-0.3176
1548809212038843870,24.4241,0.3119,-0.3152
1548809212143836259,24.424,0.314,-0.3152
1548809212245526075,24.379,0.3151,-0.3169
1548809212397938013,24.289,0.3152,-0.3182
1548809212518132925,24.245,0.3167,-0.3171
1548809212628194808,24.2449,0.3179,-0.3171
1548809212727814435,24.1999,0.3176,-0.3172
1548809212931747436,24.1569,0.3201,-0.3167
1548809213027817726,24.1569,0.322,-0.3167
1548809213087458133,24.0439,0.3202,-0.3189
1548809213125875234,24.0438,0.3221,-0.3189
1548809213209147214,23.9939,0.3153,-0.3184
1548809213329850912,23.9488,0.3209,-0.3175
1548809213427580356,23.9488,0.3235,-0.3175
1548809213527728557,23.9068,0.3253,-0.3179
1548809213567504882,23.8627,0.3259,-0.3187
1548809213629614353,23.8627,0.3268,-0.3187
1548809213691578149,23.8177,0.3262,-0.3187
1548809213909145832,23.7696,0.3319,-0.3188
1548809214011498689,23.7257,0.3317,-0.3169
1548809214110122919,23.6796,0.3341,-0.3188
1548809214163978099,23.6336,0.3344,-0.3192
1548809214281489849,23.5866,0.3361,-0.3174
1548809214354499578,23.5865,0.3383,-0.3174
1548809214402313709,23.5395,0.3388,-0.3184
1548809214457270383,23.5395,0.3405,-0.3184
1548809214522924900,23.4924,0.3417,-0.3194
1548809214642916679,23.4465,0.3413,-0.3176
1548809214698916435,23.4464,0.3431,-0.3176
1548809214802145719,23.3994,0.3427,-0.3185
1548809214883208036,23.3534,0.3438,-0.3195
1548809215005234003,23.3093,0.3464,-0.3202
1548809215122592449,23.2614,0.3451,-0.3188
1548809215242024898,23.2143,0.3471,-0.3189
1548809215363908290,23.1692,0.3505,-0.3193
1548809215447945356,23.1691,0.3592,-0.3193
1548809215512498617,23.1221,0.357,-0.3195
1548809215603890180,23.0741,0.3548,-0.3204
1548809215652197360,23.0741,0.3556,-0.3204
1548809215722281455,23.0281,0.3552,-0.3207
1548809215840509891,22.9831,0.3544,-0.3198
1548809215955271005,22.9831,0.3578,-0.3198
1548809216055342435,22.9349,0.3646,-0.3221
1548809216118577480,22.8949,0.3643,-0.3228
1548809216198088645,22.85,0.3629,-0.3219
1548809216320606708,22.8029,0.3647,-0.3234
1548809216439888715,22.7538,0.3684,-0.328
1548809216561529397,22.7068,0.3684,-0.3238
1548809216625001430,22.7068,0.3682,-0.3238
1548809216678376674,22.6598,0.37,-0.3246
1548809216803208351,22.6127,0.3713,-0.3266
1548809216892998218,22.6126,0.3775,-0.3266
1548809217031951665,22.5666,0.3779,-0.3264
1548809217135060787,22.5216,0.3774,-0.3266
1548809217235303401,22.4785,0.3801,-0.3263
1548809217401445865,22.3904,0.3829,-0.3263
1548809217518161773,22.3454,0.385,-0.3272
1548809217635962009,22.3453,0.392,-0.3272
1548809217698142766,22.3013,0.3906,-0.328
1548809217840990304,22.2573,0.3881,-0.3257
1548809217942945718,22.2122,0.3907,-0.3279
1548809217998116016,22.1683,0.3897,-0.3252
1548809218043818712,22.1683,0.3913,-0.3252
1548809218117123603,22.1252,0.3928,-0.3293
1548809218233096361,22.0821,0.3943,-0.3288
1548809218354658842,22.0371,0.3939,-0.3288
1548809218447816371,22.0371,0.3959,-0.3288
1548809218551165580,21.9911,0.3974,-0.3282
1548809218650478839,21.95,0.4006,-0.3291
1548809218714078187,21.904,0.3989,-0.3285
1548809218834356069,21.8588,0.4067,-0.3294
1548809218957340717,21.8109,0.4059,-0.3284
1548809219058272361,21.8108,0.4095,-0.3284
1548809219157685756,21.7668,0.4094,-0.329
1548809219258339881,21.7197,0.4117,-0.3294
1548809219432206869,21.6277,0.4121,-0.3295
1548809219559730768,21.5795,0.4163,-0.3308
1548809219619007587,21.5794,0.4232,-0.3308
1548809219680057525,21.5315,0.4209,-0.3299
1548809219792979001,21.4875,0.4186,-0.3292
1548809219863292455,21.4874,0.4218,-0.3292
1548809219911475181,21.4404,0.422,-0.331
1548809219964941263,21.4404,0.4226,-0.331
1548809220037788391,21.3925,0.4192,-0.3294
1548809220152149200,21.3444,0.4229,-0.3305
1548809220264488697,21.3443,0.4254,-0.3305
1548809220391698837,21.2492,0.4261,-0.3319
1548809220509227991,21.2032,0.4292,-0.3313
1548809220629688024,21.1591,0.431,-0.3333
1548809220749860763,21.159,0.4356,-0.3333
1548809220870209217,21.0701,0.4324,-0.3319
1548809220994077205,21.025,0.4323,-0.3325
1548809221094466209,21.025,0.4355,-0.3325
1548809221195323705,20.9818,0.4423,-0.3341
1548809221347950935,20.8959,0.4386,-0.3326
1548809221398362874,20.8958,0.4391,-0.3326
1548809221467604637,20.8538,0.4414,-0.3334
1548809221585564374,20.8087,0.4409,-0.3345
1548809221705860853,20.7627,0.4443,-0.3343
1548809221827214002,20.7217,0.4441,-0.334
1548809221884110450,20.7216,0.4451,-0.334
1548809221946305036,20.6756,0.4446,-0.3341
1548809221986113786,20.6756,0.4468,-0.3341
1548809222065229892,20.6314,0.4505,-0.3362
1548809222147133588,20.6313,0.455,-0.3362
1548809222289945363,20.5854,0.4526,-0.3336
1548809222422108173,20.4954,0.4529,-0.3332
1548809222491177320,20.4953,0.4562,-0.3332
1548809222540722131,20.4514,0.4526,-0.3334
1548809222591573476,20.4513,0.4566,-0.3334
1548809222667385101,20.4052,0.4587,-0.3326
1548809222782199621,20.3611,0.4643,-0.3327
1548809222873204469,20.361,0.4663,-0.3327
1548809223015232324,20.3141,0.4656,-0.3314
1548809223118169307,20.2659,0.47,-0.3314
1548809223219083309,20.2228,0.4751,-0.3327
1548809223362574577,20.1778,0.4717,-0.3333
1548809223465173006,20.1338,0.4716,-0.3315
1548809223564162969,20.0859,0.47,-0.3314
1548809223622655153,20.0419,0.4698,-0.3305
1548809223666107416,20.0419,0.4697,-0.3305
1548809223860915899,19.9528,0.4691,-0.3311
1548809223967301845,19.9527,0.4753,-0.3311
1548809224098850965,19.8647,0.4723,-0.3299
1548809224214241981,19.8647,0.4741,-0.3299
1548809224338272571,19.7717,0.4734,-0.3312
1548809224414254665,19.7716,0.4758,-0.3312
1548809224514234066,19.7256,0.4764,-0.329
1548809224577313184,19.6796,0.4758,-0.3307
1548809224698202371,19.6295,0.4773,-0.3312
1548809224812932491,19.6294,0.4801,-0.3312
1548809224938652276,19.5394,0.4782,-0.3309
1548809225061377048,19.4924,0.4776,-0.3311
1548809225160019636,19.4924,0.4792,-0.3311
1548809225259379625,19.4924,0.4794,-0.3311
1548809225388063430,19.3725,0.4755,-0.3298
1548809225459722280,19.3724,0.4763,-0.3298
1548809225508121967,19.3195,0.4744,-0.3302
1548809225560179710,19.3195,0.4744,-0.3302
1548809225625168800,19.2744,0.4741,-0.3299
1548809225747159242,19.2284,0.4744,-0.3299
1548809225866270303,19.1854,0.4737,-0.3295
1548809225940090179,19.1854,0.4727,-0.3295
1548809225986647844,19.1415,0.4714,-0.33
1548809226042775630,19.1415,0.4709,-0.33
1548809226106215000,19.0955,0.4703,-0.3299
1548809226226583480,19.0515,0.4695,-0.328
1548809226341578722,19.0515,0.4695,-0.328
1548809226442193269,19.0084,0.4718,-0.3292
1548809226542623758,18.9654,0.4715,-0.3303
1548809226589220285,18.9194,0.4693,-0.3297
1548809226642697334,18.9193,0.4722,-0.3297
1548809226709273338,18.8734,0.4701,-0.3285
1548809226830511808,18.8254,0.4693,-0.3275
1548809226940687656,18.8253,0.4715,-0.3275
1548809227041454553,18.7804,0.4684,-0.33
1548809227143047332,18.7354,0.4676,-0.3301
1548809227186785697,18.6904,0.4659,-0.3293
1548809227305532693,18.6454,0.4648,-0.3288
1548809227426544904,18.6004,0.4642,-0.3278
1548809227541255474,18.6004,0.4637,-0.3278
1548809227641238689,18.5544,0.4632,-0.3277
1548809227741534233,18.5105,0.4614,-0.3274
1548809227907469511,18.4205,0.4597,-0.326
1548809227969393968,18.4205,0.4604,-0.326
1548809228026866674,18.3765,0.4588,-0.325
1548809228147051095,18.3295,0.4564,-0.3257
1548809228373425722,18.2835,0.4562,-0.3239
1548809228508384704,18.1905,0.4539,-0.326
1548809228570285081,18.1905,0.4541,-0.326
1548809228629854202,18.1425,0.4529,-0.3253
1548809228749713897,18.0956,0.4503,-0.3253
1548809228869295358,18.0496,0.4487,-0.3241
1548809228925334215,18.0496,0.4477,-0.3241
1548809228988267183,18.0046,0.448,-0.3257
1548809229070153474,18.0045,0.4493,-0.3257
1548809229170463562,17.9605,0.4503,-0.325
1548809229349026441,17.8666,0.4475,-0.3245
1548809229471587896,17.8176,0.4453,-0.3236
1548809229569573879,17.8176,0.4471,-0.3236
1548809229670188903,17.7726,0.4441,-0.3251
1548809229830426692,17.6836,0.4421,-0.3236
1548809229924374103,17.6836,0.4436,-0.3236
1548809230072121858,17.5956,0.4419,-0.3233
1548809230169523477,17.5955,0.4437,-0.3233
1548809230307498931,17.5046,0.4402,-0.3228
1548809230369884967,17.5045,0.443,-0.3228
1548809230427925825,17.4605,0.4409,-0.3234
1548809230475426673,17.4605,0.4409,-0.3234
1548809230554042816,17.4125,0.4414,-0.3239
1548809230669465303,17.3645,0.4396,-0.3223
1548809230778593063,17.3645,0.4401,-0.3223
1548809230880191326,17.3195,0.4385,-0.3237
1548809230978296518,17.2726,0.4359,-0.3244
1548809231026414394,17.2266,0.4345,-0.3241
1548809231077873468,17.2266,0.4345,-0.3241
1548809231152265071,17.1806,0.4329,-0.3237
1548809231266466617,17.1347,0.4316,-0.3213
1548809231378690958,17.1347,0.4301,-0.3213
1548809231478305816,17.0877,0.4291,-0.3235
1548809231578675746,17.0437,0.4278,-0.3228
1548809231629777193,16.9987,0.4275,-0.3229
1548809231681039571,16.9986,0.4284,-0.3229
1548809231867640733,16.9096,0.43,-0.3229
1548809231978232383,16.9093,0.4403,-0.3229
1548809232103804588,16.8204,0.4328,-0.323
1548809232228630542,16.7744,0.4341,-0.3242
1548809232345543384,16.7283,0.436,-0.3255
1548809232466391324,16.6812,0.4377,-0.3248
1548809232587891340,16.6361,0.4407,-0.3246
1548809232709131956,16.5911,0.4396,-0.3234
1548809232828424215,16.5441,0.4409,-0.3234
1548809232944442033,16.5009,0.4456,-0.3234
1548809233034875869,16.501,0.4444,-0.3234
1548809233136683702,16.4568,0.447,-0.3238
1548809233186712980,16.412,0.4435,-0.3207
1548809233310437202,16.3668,0.446,-0.3233
1548809233427613258,16.3237,0.4484,-0.3231
1548809233538143634,16.3237,0.4517,-0.3231
1548809233668327331,16.2335,0.4547,-0.3236
1548809233785412788,16.1905,0.4534,-0.3234
1548809233903392314,16.1455,0.4545,-0.3236
1548809234019967079,16.1454,0.4567,-0.3236
1548809234119971275,16.0993,0.4579,-0.3251
1548809234220698118,16.0553,0.4601,-0.323
1548809234386460304,15.9641,0.4647,-0.3224
1548809234463103055,15.964,0.4687,-0.3224
1548809234568635940,15.9157,0.4745,-0.3238
1548809234631955862,15.8688,0.47,-0.3237
1548809234688950777,15.8688,0.473,-0.3237
1548809234831833362,15.8227,0.4737,-0.3239
1548809234935593128,15.7766,0.4758,-0.3245
1548809234985572099,15.7305,0.4762,-0.3249
1548809235034116268,15.7304,0.4807,-0.3249
1548809235106701374,15.6845,0.4777,-0.3246
1548809235178203105,15.6844,0.48,-0.3246
1548809235346467733,15.5914,0.4782,-0.3238
1548809235467261552,15.5443,0.4805,-0.3246
1548809235580968618,15.5442,0.4848,-0.3246
1548809235680747985,15.497,0.4879,-0.3255
1548809235802610397,15.453,0.485,-0.3268
1548809235946405410,15.3611,0.4825,-0.3252
1548809236047021389,15.3611,0.4821,-0.3252
1548809236147032260,15.3151,0.4801,-0.3254
1548809236247303485,15.2692,0.4747,-0.3263
1548809236411412000,15.2255,0.4644,-0.3263
1548809236548297166,15.1336,0.4607,-0.3271
1548809236654039621,15.1337,0.457,-0.3271
1548809236753563642,15.0859,0.4465,-0.3279
1548809236896502017,15.042,0.4431,-0.3282
1548809237000818490,14.9961,0.4376,-0.3289
1548809237063849687,14.9512,0.4348,-0.3285
1548809237123890161,14.9513,0.4315,-0.3285
1548809237185660839,14.9043,0.4307,-0.3288
1548809237303599119,14.8585,0.4212,-0.3291
1548809237443859815,14.8585,0.4196,-0.3291
1548809237546533107,14.8588,0.4107,-0.3291
1548809237590493440,14.7388,0.4083,-0.33
1548809237670074939,14.7389,0.4015,-0.33
1548809237829614400,14.644,0.3959,-0.33
1548809237873403549,14.6441,0.3945,-0.33
1548809237949566602,14.6022,0.3891,-0.3303
1548809238053587675,14.6022,0.3884,-0.3303
1548809238157706022,14.5574,0.3808,-0.3305
1548809238219855546,14.5135,0.3754,-0.3308
1548809238340616703,14.4695,0.3733,-0.3322
1548809238400359869,14.4695,0.3711,-0.3322
1548809238540449142,14.4286,0.3691,-0.33
1548809238643429040,14.3867,0.3643,-0.3303
1548809238743954658,14.3438,0.3589,-0.3308
1548809238868132829,14.2999,0.3526,-0.3303
1548809238905529260,14.256,0.3515,-0.3299
1548809239029436349,14.214,0.3478,-0.33
1548809239091960430,14.214,0.3477,-0.33
1548809239150551319,14.167,0.3456,-0.3307
1548809239270022153,14.1242,0.3417,-0.328
1548809239387686491,14.0761,0.3382,-0.3315
1548809239510081052,14.0312,0.3349,-0.3312
1548809239574360847,14.0312,0.3353,-0.3312
1548809239628920316,13.9882,0.3339,-0.3314
1548809239676182746,13.9882,0.3347,-0.3314
1548809239865893125,13.8933,0.3296,-0.3308
1548809239974649190,13.8933,0.3271,-0.3308
1548809240076147317,13.8504,0.3234,-0.3301
1548809240219709396,13.8054,0.3203,-0.3302
1548809240344265460,13.7165,0.3186,-0.3291
1548809240464684486,13.6695,0.3162,-0.3295
1548809240527874231,13.6695,0.3172,-0.3295
1548809240586120128,13.6255,0.3149,-0.33
1548809240629666566,13.6255,0.3147,-0.33
1548809240704988956,13.5835,0.3138,-0.3272
1548809240821961402,13.5354,0.3128,-0.331
1548809240928507328,13.5355,0.3123,-0.331
1548809241030043125,13.4925,0.3105,-0.3307
1548809241130374670,13.4455,0.3079,-0.3302
1548809241183175325,13.3975,0.3072,-0.3304
1548809241304003000,13.3505,0.3055,-0.3303
1548809241425170898,13.3045,0.304,-0.33
1548809241528689384,13.3046,0.3034,-0.33
1548809241628933429,13.2585,0.3026,-0.3302
1548809241785828113,13.1665,0.3002,-0.33
1548809241898759603,13.1225,0.3001,-0.3301
1548809242014210462,13.1225,0.3024,-0.3301
1548809242113612651,13.0774,0.3031,-0.3318
1548809242266269922,12.9883,0.3046,-0.3323
1548809242381739616,12.9383,0.3038,-0.3292
1548809242493903636,12.9384,0.303,-0.3292
1548809242595852136,12.8933,0.3017,-0.3326
1548809242695588111,12.8493,0.3006,-0.3329
1548809242857602596,12.7583,0.2987,-0.3331
1548809242978924274,12.7112,0.3006,-0.3338
1548809243096654176,12.7111,0.3017,-0.3338
1548809243195979595,12.6651,0.3043,-0.3335
1548809243338520050,12.573,0.3035,-0.3345
1548809243397840023,12.573,0.3045,-0.3345
1548809243457339286,12.529,0.303,-0.3347
1548809243564936161,12.5288,0.3098,-0.3347
1548809243694685220,12.4388,0.3067,-0.3353
1548809243807047128,12.4387,0.3095,-0.3353
1548809243907649755,12.3957,0.3103,-0.3359
1548809244056065797,12.3036,0.3102,-0.3357
1548809244174791097,12.2586,0.3105,-0.3361
1548809244295030117,12.2585,0.3116,-0.3361
1548809244391786575,12.2125,0.3113,-0.3359
1548809244490768194,12.1684,0.3138,-0.336
1548809244535649299,12.1264,0.3123,-0.3383
1548809244636637449,12.1263,0.3145,-0.3383
1548809244739030599,12.0842,0.3196,-0.3376
1548809244861253261,12.0401,0.3205,-0.3368
1548809244922122001,11.9961,0.3205,-0.337
1548809245011648654,11.9481,0.3193,-0.3371
1548809245063390016,11.9481,0.3199,-0.3371
1548809245131619215,11.901,0.3207,-0.338
1548809245252604961,11.856,0.3211,-0.3375
1548809245365276336,11.8558,0.3253,-0.3375
1548809245464932203,11.8087,0.3283,-0.338
1548809245528471946,11.7616,0.3296,-0.3404
1548809245610506057,11.7177,0.3272,-0.3381
1548809245669164896,11.7176,0.329,-0.3381
1548809245851804018,11.6264,0.3319,-0.3381
1548809245932025671,11.6264,0.3338,-0.3381
1548809245993018627,11.5813,0.3337,-0.3394
1548809246053833484,11.5813,0.335,-0.3394
1548809246091098070,11.5353,0.3337,-0.3384
1548809246194158077,11.5353,0.3349,-0.3384
1548809246331809282,11.4423,0.3324,-0.3391
1548809246396695137,11.4422,0.3335,-0.3391
1548809246450798511,11.3942,0.3334,-0.3387
1548809246557891368,11.3941,0.3381,-0.3387
1548809246686312198,11.3069,0.3408,-0.34
1548809246804911851,11.2608,0.3402,-0.3403
1548809246926603078,11.2168,0.3411,-0.3393
1548809246985725402,11.2168,0.3415,-0.3393
1548809247048008918,11.1697,0.3417,-0.3407
1548809247169057607,11.1236,0.3425,-0.3404
1548809247288760423,11.1234,0.3493,-0.3404
1548809247348816871,11.0804,0.3483,-0.3408
1548809247411757707,11.0334,0.346,-0.3411
1548809247524889945,10.9853,0.3483,-0.3414
1548809247645052194,10.9423,0.349,-0.3399
1548809247750356674,10.942,0.3559,-0.3399
1548809247885844230,10.851,0.3529,-0.3427
1548809247995206832,10.8507,0.3607,-0.3427
1548809248058541536,10.8067,0.359,-0.344
1548809248119077682,10.8066,0.3609,-0.344
1548809248177876710,10.7495,0.3625,-0.3431
1548809248381533145,10.7025,0.3625,-0.3429
1548809248485727310,10.6574,0.3624,-0.3431
1548809248586055755,10.6143,0.3636,-0.3435
1548809248629893064,10.5674,0.3607,-0.3427
1548809248686723232,10.5673,0.3635,-0.3427
1548809248871179103,10.4782,0.3612,-0.3445
1548809248984122514,10.4781,0.3639,-0.3445
1548809249081859350,10.4319,0.3666,-0.3458
1548809249226458787,10.389,0.3638,-0.3452
1548809249350830554,10.298,0.3603,-0.3443
1548809249428955793,10.2981,0.3601,-0.3443
1548809249529616832,10.2531,0.3574,-0.3446
1548809249630385160,10.2531,0.357,-0.3446
1548809249727789878,10.2531,0.3557,-0.3446
1548809249920485258,10.0842,0.3517,-0.3426
1548809250028789043,10.0841,0.354,-0.3426
1548809250128053188,10.0389,0.3534,-0.3455
1548809250228858470,9.9929,0.3535,-0.3441
1548809250406722068,9.8999,0.3496,-0.3452
1548809250526314020,9.8559,0.3499,-0.3445
1548809250633875608,9.8559,0.3498,-0.3445
1548809250732840776,9.8068,0.3488,-0.3455
1548809250834647893,9.7609,0.3469,-0.3444
1548809250890859842,9.7188,0.3465,-0.3451
1548809250934159278,9.7188,0.3465,-0.3451
1548809251012778043,9.6708,0.3447,-0.345
1548809251134819269,9.6249,0.343,-0.342
1548809251233959674,9.6249,0.3443,-0.342
1548809251372909545,9.5338,0.3404,-0.3451
1548809251435794591,9.5337,0.3417,-0.3451
1548809251493813991,9.4878,0.3398,-0.345
1548809251611008167,9.4427,0.3402,-0.3455
1548809251734803915,9.3968,0.3389,-0.3413
1548809251853907823,9.3517,0.337,-0.3454
1548809251934263706,9.3517,0.3367,-0.3454
1548809251975004434,9.3067,0.3346,-0.3449
1548809252033663034,9.3067,0.3346,-0.3449
1548809252096769571,9.2587,0.3327,-0.3447
1548809252216159582,9.2117,0.3308,-0.344
1548809252336136341,9.2118,0.3302,-0.344
1548809252417431354,9.1677,0.3287,-0.3453
1548809252560003995,9.1226,0.3307,-0.3461
1548809252661715030,9.0764,0.332,-0.3459
1548809252698711395,9.0295,0.3283,-0.3472
1548809252821921825,8.9825,0.327,-0.3463
1548809253051345825,8.9825,0.3277,-0.3463
1548809253133074522,8.8905,0.3239,-0.3466
1548809253182822465,8.8445,0.322,-0.3464
1548809253306411981,8.8004,0.3223,-0.345
1548809253424930334,8.7504,0.3215,-0.3458
1548809253533017158,8.7503,0.3223,-0.3458
1548809253631020545,8.7044,0.3206,-0.3453
1548809253730934381,8.6592,0.3205,-0.3468
1548809253874953269,8.6143,0.3175,-0.3466
1548809253977634191,8.5683,0.3158,-0.3463
1548809254028196811,8.5253,0.3143,-0.3465
1548809254078115701,8.5253,0.3142,-0.3465
1548809254154889106,8.4793,0.3131,-0.3464
1548809254271304130,8.4343,0.3115,-0.345
1548809254380491018,8.4343,0.3121,-0.345
1548809254478240728,8.3902,0.3102,-0.3461
1548809254578615188,8.3442,0.309,-0.3452
1548809254634110927,8.2993,0.3072,-0.3436
1548809254679162740,8.2993,0.3078,-0.3436
1548809254881895065,8.2121,0.3067,-0.3457
1548809254998011589,8.1671,0.304,-0.3455
1548809255118636608,8.123,0.3059,-0.345
1548809255238591909,8.0779,0.3079,-0.3449
1548809255362271308,8.0329,0.3047,-0.3445
1548809255408275604,8.0329,0.3061,-0.3445
1548809255483906269,7.9849,0.306,-0.3427
1548809255601533174,7.9389,0.3033,-0.3442
1548809255708136796,7.9388,0.304,-0.3442
1548809255844653844,7.8469,0.3001,-0.3431
1548809255907185077,7.8469,0.2997,-0.3431
1548809255965542793,7.7989,0.2978,-0.3429
1548809256083188295,7.7548,0.2987,-0.3416
1548809256207800388,7.7079,0.2965,-0.3399
1548809256325626134,7.6628,0.2944,-0.3416
1548809256408964872,7.6627,0.297,-0.3416
1548809256565098285,7.5658,0.2905,-0.341
1548809256686964273,7.5209,0.2905,-0.3389
1548809256810153961,7.4736,0.291,-0.3417
1548809256891877651,7.4737,0.2899,-0.3417
1548809256931499242,7.4217,0.288,-0.3414
1548809256991082668,7.4216,0.2903,-0.3414
1548809257050948858,7.3787,0.2863,-0.341
1548809257171995162,7.3337,0.2863,-0.3397
1548809257293759822,7.3337,0.2858,-0.3397
1548809257393908739,7.2845,0.2854,-0.341
1548809257490357875,7.2385,0.283,-0.3418
1548809257536091327,7.1915,0.2819,-0.3414
1548809257591522932,7.1915,0.2824,-0.3414
1548809257656026601,7.1454,0.2814,-0.342
1548809257754641771,7.1452,0.2854,-0.342
