#timestamp [ns],p_WS_R_x [m],p_WS_R_y [m],p_WS_R_z [m]
1548881162240558624,-28.7435,0.2451,-0.7794
1548881162286968469,-28.6984,0.2489,-0.782
1548881162406752109,-28.6644,0.2478,-0.7792
1548881162524374723,-28.6643,0.262,-0.7792
1548881162631101608,-28.6193,0.2666,-0.7759
1548881162728277444,-28.5823,0.2744,-0.7757
1548881162828676939,-28.5364,0.2771,-0.7676
1548881163009230613,-28.4655,0.28,-0.7641
1548881163129867792,-28.4296,0.2807,-0.7595
1548881163229426860,-28.4295,0.2924,-0.7595
1548881163328499794,-28.3873,0.3088,-0.7574
1548881163450561761,-28.3455,0.2991,-0.7525
1548881163494757890,-28.3207,0.2945,-0.7493
1548881163590649843,-28.3206,0.2961,-0.7493
1548881163695492506,-28.2796,0.3062,-0.7477
1548881163734734535,-28.2355,0.3107,-0.7462
1548881163795576572,-28.2355,0.3179,-0.7462
1548881163976421356,-28.1676,0.3197,-0.7389
1548881164039431333,-28.1675,0.3252,-0.7389
1548881164093931674,-28.1274,0.3266,-0.7441
1548881164202806711,-28.1273,0.3361,-0.7441
1548881164263128042,-28.0953,0.3399,-0.7391
1548881164332170486,-28.0545,0.336,-0.7336
1548881164453635692,-28.0223,0.3452,-0.7377
1548881164506586790,-28.0222,0.35,-0.7377
1548881164608376741,-28.0222,0.3523,-0.7377
1548881164706580162,-28.022,0.3651,-0.7377
1548881164784677743,-27.9204,0.3565,-0.7247
1548881164851802110,-27.9204,0.3562,-0.7247
1548881165028549909,-27.8523,0.3598,-0.7269
1548881165152588367,-27.8105,0.3582,-0.7173
1548881165250673055,-27.8105,0.363,-0.7173
1548881165350977182,-27.7816,0.3637,-0.71
1548881165512573480,-27.7146,0.3686,-0.7083
1548881165551671504,-27.7146,0.3693,-0.7083
1548881165636035680,-27.6866,0.3711,-0.7084
1548881165751590728,-27.6865,0.3744,-0.7084
1548881165853568792,-27.6495,0.377,-0.7058
1548881165999585390,-27.5837,0.3792,-0.6965
1548881166121751308,-27.5546,0.3867,-0.6956
1548881166235014438,-27.5545,0.3926,-0.6956
1548881166332162618,-27.5175,0.3992,-0.6934
1548881166477308511,-27.4857,0.3895,-0.6873
1548881166579019546,-27.4438,0.3924,-0.6836
1548881166679324865,-27.4028,0.398,-0.6796
1548881166723783254,-27.3638,0.3992,-0.6772
1548881166781235456,-27.3638,0.3977,-0.6772
1548881166843539953,-27.326,0.3943,-0.6709
1548881166964876890,-27.2788,0.4076,-0.6724
1548881167084683179,-27.2409,0.4087,-0.6642
1548881167159590244,-27.2409,0.4108,-0.6642
1548881167205887079,-27.2009,0.4144,-0.6606
1548881167262533187,-27.2008,0.4251,-0.6606
1548881167327663421,-27.1479,0.4228,-0.6551
1548881167451590061,-27.116,0.4239,-0.651
1548881167509259223,-27.116,0.4226,-0.651
1548881167572438240,-27.0781,0.4206,-0.6487
1548881167694699764,-27.0501,0.4173,-0.6478
1548881167809818506,-27.05,0.427,-0.6478
1548881167933672904,-26.966,0.4289,-0.6425
1548881168055224180,-26.925,0.4336,-0.6385
1548881168114663839,-26.925,0.4355,-0.6385
1548881168178945302,-26.883,0.4341,-0.6402
1548881168302283763,-26.8429,0.4431,-0.6373
1548881168423502683,-26.8027,0.448,-0.6388
1548881168525657415,-26.8026,0.4594,-0.6388
1548881168666621446,-26.7187,0.459,-0.6326
1548881168767320156,-26.7183,0.4791,-0.6326
1548881168830878496,-26.6683,0.4764,-0.6348
1548881169023730516,-26.5954,0.4751,-0.628
1548881169135164499,-26.5954,0.4786,-0.628
1548881169233960866,-26.5544,0.4779,-0.6286
1548881169391713380,-26.4645,0.477,-0.6222
1548881169510842323,-26.4325,0.4758,-0.6221
1548881169618378162,-26.4324,0.4806,-0.6221
1548881169718995809,-26.3894,0.4874,-0.617
1548881169819639921,-26.3441,0.4968,-0.6199
1548881169962943315,-26.3072,0.4925,-0.6174
1548881170065883874,-26.2684,0.4853,-0.6166
1548881170118143320,-26.2304,0.4863,-0.6148
1548881170166077136,-26.2304,0.4866,-0.6148
1548881170240628480,-26.1934,0.4849,-0.6159
1548881170360157012,-26.1732,0.4933,-0.6154
1548881170482338666,-26.1532,0.4943,-0.6149
1548881170565906524,-26.153,0.5054,-0.6149
1548881170604125499,-26.1211,0.5044,-0.6103
1548881170709859132,-26.1212,0.4979,-0.6103
1548881170813013553,-26.0914,0.4912,-0.607
1548881170965887069,-26.0247,0.4847,-0.5996
1548881171054915189,-26.0245,0.4939,-0.5996
1548881171314113855,-25.9835,0.4927,-0.5998
1548881171439755439,-25.9219,0.4787,-0.5939
1548881171542771100,-25.8719,0.4786,-0.5912
1548881171642095088,-25.8446,0.4933,-0.5933
1548881171689947843,-25.8365,0.4984,-0.5907
1548881171739136934,-25.8362,0.5166,-0.5907
1548881171807994365,-25.8066,0.4973,-0.5887
1548881171930916547,-25.7548,0.4902,-0.5852
1548881171986151218,-25.7548,0.4887,-0.5852
1548881172051924705,-25.7166,0.4951,-0.588
1548881172175767660,-25.6787,0.492,-0.5844
1548881172285867929,-25.6787,0.495,-0.5844
1548881172417851448,-25.5928,0.4928,-0.5801
1548881172486137628,-25.5929,0.4885,-0.5801
1548881172539323329,-25.544,0.4869,-0.576
1548881172586431264,-25.5439,0.4895,-0.576
1548881172662060976,-25.502,0.4903,-0.572
1548881172780290126,-25.4608,0.4942,-0.5765
1548881172884923458,-25.4608,0.4941,-0.5765
1548881173022902727,-25.381,0.489,-0.5689
1548881173087735891,-25.3811,0.4862,-0.5689
1548881173145575284,-25.3411,0.4838,-0.5685
1548881173267153263,-25.284,0.4893,-0.5668
1548881173387854099,-25.2838,0.4984,-0.5668
1548881173508741617,-25.1909,0.4969,-0.5634
1548881173567084074,-25.191,0.4924,-0.5634
1548881173657912015,-25.144,0.4902,-0.5632
1548881173769100904,-25.1441,0.4885,-0.5632
1548881173869897365,-25.107,0.4883,-0.5633
1548881174021693706,-25.0209,0.4966,-0.5609
1548881174069648742,-25.0209,0.4984,-0.5609
1548881174146551370,-24.9748,0.4985,-0.561
1548881174266145944,-24.9449,0.4966,-0.5597
1548881174390953540,-24.9109,0.4983,-0.5582
1548881174506855249,-24.8667,0.5069,-0.5586
1548881174616775751,-24.8666,0.5091,-0.5586
1548881174747475862,-24.7917,0.5091,-0.5551
1548881174795886278,-24.7918,0.5046,-0.5551
1548881174964968681,-24.759,0.4973,-0.5507
1548881175105281591,-24.719,0.4997,-0.5484
1548881175206866979,-24.6949,0.5034,-0.5488
1548881175308202981,-24.6448,0.5057,-0.5491
1548881175483983755,-24.5637,0.5067,-0.5497
1548881175571524620,-24.5635,0.5164,-0.5497
1548881175715127468,-24.53,0.4972,-0.5465
1548881175775944709,-24.5041,0.4938,-0.5438
1548881175837923049,-24.4569,0.5011,-0.5445
1548881175958836317,-24.4248,0.5094,-0.5406
1548881176022216796,-24.4248,0.5103,-0.5406
1548881176086462497,-24.3889,0.5071,-0.5397
1548881176146034955,-24.3888,0.5112,-0.5397
1548881176207141399,-24.3468,0.5085,-0.5384
1548881176288552284,-24.3468,0.5082,-0.5384
1548881176442986249,-24.256,0.5068,-0.5309
1548881176490832567,-24.256,0.5083,-0.5309
1548881176567088842,-24.213,0.5059,-0.5306
1548881176683799505,-24.185,0.508,-0.5268
1548881176791759014,-24.1849,0.5129,-0.5268
1548881176991834878,-24.1848,0.5173,-0.5268
1548881177136471748,-24.022,0.507,-0.5253
1548881177238107681,-24.0219,0.5142,-0.5253
1548881177337362766,-23.9608,0.5152,-0.5264
1548881177493953227,-23.8781,0.5036,-0.5224
1548881177538365364,-23.8781,0.5006,-0.5224
1548881177612936019,-23.8322,0.5004,-0.5198
1548881177717992305,-23.8319,0.5129,-0.5198
1548881177819222688,-23.7791,0.5017,-0.5206
1548881177970952033,-23.7001,0.5065,-0.5148
1548881178018916130,-23.7,0.5101,-0.5148
1548881178094231128,-23.6409,0.5122,-0.5157
1548881178206798315,-23.6,0.5069,-0.518
1548881178321382045,-23.5999,0.5095,-0.518
1548881178444168329,-23.5209,0.5124,-0.5158
1548881178520102262,-23.521,0.5058,-0.5158
1548881178566060066,-23.479,0.5044,-0.5179
1548881178619016408,-23.479,0.5043,-0.5179
1548881178685084819,-23.443,0.5054,-0.517
1548881178805815458,-23.407,0.5051,-0.5156
1548881178926861286,-23.36,0.5057,-0.5127
1548881179018155574,-23.36,0.5076,-0.5127
1548881179119093418,-23.3179,0.5093,-0.5128
1548881179167475938,-23.301,0.5066,-0.5113
1548881179219420433,-23.301,0.5057,-0.5113
1548881179286913871,-23.2569,0.5102,-0.5126
1548881179407088994,-23.2076,0.522,-0.5095
1548881179504037141,-23.2079,0.5109,-0.5095
1548881179604226827,-23.16,0.5066,-0.508
1548881179647316217,-23.1209,0.507,-0.5098
1548881179704385042,-23.1208,0.5123,-0.5098
1548881179767531871,-23.0777,0.5179,-0.5096
1548881179885963201,-23.0485,0.5241,-0.5085
1548881180005448102,-23.0003,0.5324,-0.5073
1548881180122452974,-22.9807,0.5156,-0.5079
1548881180230891466,-22.9807,0.5165,-0.5079
1548881180361268997,-22.9026,0.5227,-0.5052
1548881180475666999,-22.9028,0.5138,-0.5052
1548881180574183225,-22.8779,0.5104,-0.5018
1548881180674552917,-22.8379,0.5109,-0.4996
1548881180719999790,-22.7829,0.5126,-0.4973
1548881180775528430,-22.7829,0.5116,-0.4973
1548881180841709613,-22.7468,0.5182,-0.496
1548881180960718393,-22.7087,0.5244,-0.4939
1548881181079950809,-22.7088,0.5188,-0.4939
1548881181182046413,-22.6696,0.5276,-0.4927
1548881181281286716,-22.6186,0.5274,-0.4935
1548881181321581840,-22.5787,0.5227,-0.4915
1548881181442874193,-22.55,0.5145,-0.488
1548881181527262449,-22.5502,0.5056,-0.488
1548881181588434696,-22.4902,0.5025,-0.4866
1548881181682059049,-22.45,0.5149,-0.484
1548881181729100942,-22.4498,0.5216,-0.484
1548881181800529956,-22.4131,0.5115,-0.4811
1548881181919325590,-22.3652,0.5065,-0.4825
1548881182034104824,-22.3653,0.4999,-0.4825
1548881182133038282,-22.3284,0.5,-0.479
1548881182238118886,-22.3353,0.5003,-0.4821
1548881182335664987,-22.3443,0.501,-0.4834
1548881182512165546,-22.3463,0.5017,-0.4816
1548881182632897853,-22.3463,0.5017,-0.4816
1548881182733786582,-22.3463,0.5017,-0.4816
1548881182833540201,-22.3463,0.5017,-0.4816
1548881182985522508,-22.3463,0.5017,-0.4816
1548881183034463882,-22.3463,0.5017,-0.4816
1548881183109061002,-22.3463,0.5017,-0.4817
1548881183222103834,-22.3463,0.5017,-0.4817
1548881183333099603,-22.3463,0.5017,-0.4817
1548881183458240985,-22.3463,0.5017,-0.4817
1548881183534094810,-22.3463,0.5017,-0.4817
1548881183633376598,-22.3463,0.5017,-0.4817
1548881183693360090,-22.3463,0.5017,-0.4817
1548881183761347055,-22.3463,0.5017,-0.4817
1548881183811237335,-22.3463,0.5017,-0.4817
1548881183930451869,-22.3463,0.5017,-0.4817
1548881184048669099,-22.3473,0.5017,-0.4817
1548881184161454439,-22.3473,0.5017,-0.4817
1548881184260791301,-22.3463,0.5017,-0.4817
1548881184360733270,-22.3463,0.5017,-0.4817
1548881184522401809,-22.3463,0.5017,-0.4817
1548881184640201807,-22.3403,0.5007,-0.4816
1548881184718416690,-22.3403,0.5001,-0.4816
1548881184862147569,-22.3283,0.5004,-0.4808
1548881184996533393,-22.3004,0.4992,-0.4793
1548881185061543464,-22.3004,0.4992,-0.4793
1548881185114585399,-22.2884,0.4995,-0.4788
1548881185234285831,-22.2634,0.5015,-0.4765
1548881185362627744,-22.2422,0.5095,-0.4751
1548881185474009275,-22.2123,0.5065,-0.471
1548881185566757202,-22.2123,0.5076,-0.471
1548881185668695926,-22.1723,0.5088,-0.471
1548881185712725162,-22.1303,0.5067,-0.4726
1548881185769878387,-22.1303,0.5036,-0.4726
1548881185832302093,-22.1054,0.5007,-0.4717
1548881185969897270,-22.1002,0.5088,-0.4708
1548881186071533203,-22.0754,0.5014,-0.4699
1548881186169098138,-22.0757,0.4905,-0.4699
1548881186268249034,-22.0356,0.4957,-0.4681
1548881186369999647,-22.0075,0.4981,-0.4677
1548881186550274372,-21.9424,0.5018,-0.467
1548881186671270608,-21.9092,0.5084,-0.4661
1548881186791681766,-21.8873,0.5082,-0.4648
1548881186911100625,-21.8533,0.5078,-0.4627
1548881187016676902,-21.8534,0.5028,-0.4627
1548881187116407871,-21.8144,0.5019,-0.4621
1548881187218255281,-21.7914,0.5014,-0.4619
1548881187269564390,-21.7605,0.5004,-0.4615
1548881187317645072,-21.7605,0.5001,-0.4615
1548881187507632017,-21.6965,0.5014,-0.4576
1548881187614289999,-21.6965,0.4997,-0.4576
1548881187717393636,-21.6624,0.5053,-0.4572
1548881187817402601,-21.6435,0.5016,-0.4571
1548881187991657018,-21.5705,0.4985,-0.4552
1548881188106623411,-21.5376,0.4953,-0.4551
1548881188214509487,-21.5376,0.4939,-0.4551
1548881188317781925,-21.5057,0.4936,-0.4532
1548881188465475082,-21.4406,0.496,-0.4503
1548881188516480684,-21.4405,0.5023,-0.4503
1548881188590876102,-21.4313,0.5099,-0.4508
1548881188680230617,-21.431,0.5223,-0.4508
1548881188819583415,-21.4024,0.5115,-0.4447
1548881188943707942,-21.3393,0.5146,-0.4425
1548881189023308277,-21.3394,0.5116,-0.4425
1548881189123703241,-21.3398,0.4919,-0.4425
1548881189187626838,-21.3399,0.4875,-0.4425
1548881189272899389,-21.2477,0.493,-0.4449
1548881189327442646,-21.2478,0.4898,-0.4449
1548881189510864734,-21.1889,0.4857,-0.4412
1548881189631952047,-21.1661,0.4821,-0.4385
1548881189729393005,-21.1661,0.4815,-0.4385
1548881189828361988,-21.1323,0.4741,-0.437
1548881189972290277,-21.0962,0.4786,-0.4365
1548881190074372529,-21.0751,0.4816,-0.4344
1548881190113628625,-21.0462,0.4793,-0.4349
1548881190177340745,-21.0462,0.4763,-0.4349
1548881190233381271,-21.0102,0.4763,-0.4332
1548881190352930784,-20.9784,0.4723,-0.4313
1548881190476496934,-20.9355,0.4667,-0.4298
1548881190576424121,-20.9354,0.4722,-0.4298
1548881190677559614,-20.8943,0.4791,-0.4254
1548881190834354639,-20.8076,0.4677,-0.4205
1548881190952795982,-20.7855,0.4704,-0.4239
1548881191061659574,-20.7855,0.467,-0.4239
1548881191162411928,-20.7666,0.4612,-0.4255
1548881191262135744,-20.7341,0.4402,-0.4234
1548881191317699909,-20.6931,0.4433,-0.4193
1548881191434707880,-20.672,0.452,-0.4165
1548881191524574518,-20.672,0.4499,-0.4165
1548881191666553974,-20.6412,0.4415,-0.416
1548881191771633625,-20.5993,0.4395,-0.4136
1548881191869634628,-20.5683,0.4394,-0.411
1548881192033565759,-20.4802,0.4468,-0.4068
1548881192155887603,-20.4584,0.4383,-0.4063
1548881192274531602,-20.4223,0.4409,-0.4066
1548881192314872741,-20.4222,0.443,-0.4066
1548881192520393371,-20.3884,0.4393,-0.404
1548881192616506338,-20.3594,0.4391,-0.4026
1548881192718048334,-20.3265,0.4368,-0.4009
1548881192764993429,-20.2945,0.4348,-0.3991
1548881192817998647,-20.2946,0.4327,-0.3991
1548881192981991767,-20.2587,0.4227,-0.4
1548881193123333215,-20.233,0.4158,-0.3954
1548881193242163658,-20.1578,0.4262,-0.3899
1548881193364951610,-20.1288,0.4216,-0.3932
1548881193482491731,-20.086,0.421,-0.3859
1548881193568170785,-20.086,0.4204,-0.3859
1548881193667506694,-20.054,0.4197,-0.3836
1548881193727016210,-20.0221,0.4188,-0.3829
1548881193843478202,-19.9931,0.4164,-0.3812
1548881193965007543,-19.9572,0.4143,-0.3793
1548881194066710472,-19.9573,0.4091,-0.3793
1548881194202967643,-19.8796,0.3984,-0.3735
1548881194249487876,-19.8796,0.3979,-0.3735
1548881194327865123,-19.8456,0.4005,-0.3705
1548881194440837860,-19.8077,0.3959,-0.3677
1548881194537615776,-19.8078,0.3914,-0.3677
1548881194635690450,-19.7701,0.379,-0.3654
1548881194682610511,-19.7231,0.3789,-0.3645
1548881194759211540,-19.7232,0.3747,-0.3645
1548881194899664163,-19.6902,0.3754,-0.363
1548881195044852495,-19.6143,0.3696,-0.3593
1548881195102578163,-19.6143,0.3685,-0.3593
1548881195165719747,-19.5724,0.3657,-0.3582
1548881195286740064,-19.5394,0.367,-0.357
1548881195405900716,-19.5395,0.3593,-0.357
1548881195501918792,-19.4927,0.3516,-0.3564
1548881195556944608,-19.4546,0.3552,-0.3554
1548881195676253080,-19.4197,0.3508,-0.3549
1548881195785610437,-19.4197,0.3502,-0.3549
1548881196129599571,-19.2999,0.3394,-0.3531
1548881196233686685,-19.2598,0.3413,-0.3535
1548881196331756114,-19.2239,0.3373,-0.3532
1548881196517126083,-19.1409,0.3358,-0.3529
1548881196633263111,-19.1409,0.3363,-0.3529
1548881196732897281,-19.1019,0.3339,-0.3534
1548881196833787679,-19.0599,0.3338,-0.3541
1548881196995551586,-18.9881,0.324,-0.3531
1548881197094743490,-18.9882,0.3164,-0.3531
1548881197155027627,-18.9562,0.3121,-0.3528
1548881197215381860,-18.9563,0.3117,-0.3528
1548881197355964660,-18.9233,0.3077,-0.3519
1548881197482798099,-18.8454,0.3047,-0.3519
1548881197604045152,-18.8083,0.3036,-0.3524
1548881197704931259,-18.8084,0.2994,-0.3524
1548881197805740356,-18.7824,0.2975,-0.3521
1548881197959760665,-18.7165,0.2952,-0.3503
1548881198005928516,-18.7166,0.2915,-0.3503
1548881198081683397,-18.6856,0.2889,-0.3495
1548881198167694807,-18.6857,0.279,-0.3495
1548881198227764844,-18.6487,0.2784,-0.3494
1548881198318781852,-18.6168,0.2734,-0.3492
1548881198439258813,-18.5899,0.2716,-0.3469
1548881198558835983,-18.5619,0.2731,-0.3464
1548881198672801733,-18.5619,0.2736,-0.3464
1548881198772727251,-18.5289,0.2715,-0.3456
1548881198874779224,-18.499,0.267,-0.3451
1548881199047882556,-18.422,0.2637,-0.3451
1548881199161022663,-18.39,0.2589,-0.3449
1548881199272779226,-18.39,0.2602,-0.3449
1548881199373360872,-18.3551,0.2561,-0.3444
1548881199520853042,-18.2821,0.255,-0.3414
1548881199642747163,-18.2482,0.2527,-0.3402
1548881199758674383,-18.2483,0.2469,-0.3402
1548881199858961343,-18.2143,0.2443,-0.3377
1548881200005722284,-18.1764,0.2398,-0.3346
1548881200103675365,-18.1526,0.2239,-0.3344
1548881200167242765,-18.1207,0.2258,-0.3298
1548881200245093822,-18.0827,0.2285,-0.328
1548881200309723377,-18.0827,0.2231,-0.328
1548881200487370252,-18.0188,0.2181,-0.3266
1548881200592953443,-18.0189,0.2132,-0.3266
1548881200696730136,-17.9849,0.214,-0.324
1548881200795567989,-17.947,0.2112,-0.3224
1548881200969550371,-17.881,0.2067,-0.32
1548881201084884881,-17.8471,0.2027,-0.3197
1548881201205933809,-17.8091,0.2037,-0.3179
1548881201340935230,-17.8091,0.2031,-0.3179
1548881201533699274,-17.7102,0.199,-0.315
1548881201643174886,-17.7103,0.1861,-0.315
1548881201770843505,-17.6305,0.1853,-0.3059
1548881201892718076,-17.5987,0.1738,-0.3012
1548881202015074729,-17.5607,0.1702,-0.3016
1548881202071969509,-17.5608,0.1615,-0.3016
1548881202134915828,-17.5198,0.1591,-0.2999
1548881202192960977,-17.5199,0.1486,-0.2999
1548881202252731561,-17.4799,0.1519,-0.299
1548881202369033813,-17.4489,0.1488,-0.2977
1548881202485877037,-17.407,0.145,-0.2969
1548881202596689939,-17.407,0.1427,-0.2969
1548881202696286678,-17.3681,0.1294,-0.2962
1548881202758143424,-17.329,0.1374,-0.296
1548881202843581438,-17.2801,0.1321,-0.2942
1548881202961720228,-17.2401,0.1309,-0.2944
1548881203079882144,-17.1961,0.1287,-0.2946
1548881203126843690,-17.1961,0.1282,-0.2946
1548881203204239606,-17.1521,0.1226,-0.2947
1548881203319824695,-17.1111,0.1213,-0.2958
1548881203428783893,-17.1111,0.1224,-0.2958
1548881203526779890,-17.0691,0.1198,-0.2965
1548881203629231452,-17.0211,0.1164,-0.2985
1548881203680400371,-16.9711,0.1139,-0.298
1548881203727810144,-16.9711,0.1123,-0.298
1548881203804327964,-16.9221,0.1148,-0.2977
1548881203914791107,-16.8791,0.1163,-0.2976
1548881204015335798,-16.879,0.12,-0.2976
1548881204153921127,-16.784,0.1196,-0.2982
1548881204196696043,-16.784,0.1196,-0.2982
1548881204273267984,-16.737,0.1241,-0.2986
1548881204394475936,-16.6959,0.1209,-0.3015
1548881204514811277,-16.6579,0.1272,-0.3008
1548881204599481821,-16.6579,0.1267,-0.3008
1548881204700720787,-16.6189,0.1277,-0.3007
1548881204754913568,-16.5819,0.1237,-0.3017
1548881204873014688,-16.5429,0.1263,-0.3026
1548881204988100528,-16.5038,0.1288,-0.3055
1548881205099030017,-16.5038,0.1305,-0.3055
1548881205199375391,-16.4697,0.1332,-0.3065
1548881205262366294,-16.4287,0.134,-0.3073
1548881205349271297,-16.3967,0.1302,-0.3073
1548881205467082738,-16.3527,0.1381,-0.3058
1548881205587457180,-16.3186,0.135,-0.3077
1548881205707156896,-16.3186,0.1428,-0.3077
1548881205804320335,-16.2815,0.1472,-0.3071
1548881205928277492,-16.2425,0.1513,-0.308
1548881206060426235,-16.1595,0.1504,-0.3083
1548881206170107126,-16.1594,0.1542,-0.3083
1548881206272224664,-16.1204,0.1522,-0.3095
1548881206370203971,-16.0785,0.1441,-0.3101
