#timestamp [ns],p_WS_R_x [m],p_WS_R_y [m],p_WS_R_z [m],q_WS_x [],q_WS_y [],q_WS_z [],q_WS_w []
1552661323327440640,-0.013656612,-0.063806973,0.090425543,-0.042590521,0.089348145,-0.010076673,0.995038390
1552661323360778496,-0.011744965,-0.066226795,0.098786496,-0.046265036,0.089982472,-0.012434028,0.994790494
1552661323394115584,-0.011229873,-0.071284547,0.108099967,-0.050069880,0.090730555,-0.014579484,0.994509161
1552661323427453440,-0.011807803,-0.073993504,0.117446639,-0.051703483,0.091138773,-0.015653370,0.994371891
1552661323460791552,-0.009545488,-0.080333024,0.126651064,-0.052855998,0.090889119,-0.015455918,0.994337261
1552661323494129664,-0.009650422,-0.082030401,0.136549279,-0.051670130,0.091636613,-0.013977673,0.994352818
1552661323527466496,-0.009117533,-0.085789800,0.145958260,-0.051649716,0.092980482,-0.011375172,0.994262338
1552661323560804608,-0.010309102,-0.090463817,0.156790704,-0.053479359,0.095431134,-0.009491448,0.993953109
1552661323594142464,-0.009380884,-0.091856912,0.166288257,-0.055471402,0.097291782,-0.007376725,0.993681431
1552661323627480576,-0.009864513,-0.094779551,0.176716909,-0.057999566,0.098462194,-0.004940594,0.993436873
1552661323660817408,-0.010380134,-0.096801154,0.187041447,-0.060088698,0.098831557,-0.003498601,0.993282139
1552661323694155520,-0.010634560,-0.099241704,0.198116913,-0.064014338,0.098674737,-0.003292578,0.993053198
1552661323727493632,-0.010845460,-0.100599840,0.208113015,-0.068581559,0.098599680,-0.003856521,0.992753625
1552661323760830464,-0.011778638,-0.103528008,0.219905823,-0.072441101,0.098805323,-0.004695653,0.992455423
1552661323794168576,-0.012635279,-0.102440178,0.231704310,-0.073713511,0.098803349,-0.005187706,0.992359459
1552661323827859456,-0.014309675,-0.102900833,0.245580673,-0.074155934,0.100092098,-0.005627472,0.992194951
1552661323861197568,-0.015264791,-0.102512747,0.259431511,-0.073532172,0.102767564,-0.005328919,0.991969466
1552661323894534656,-0.015347637,-0.102959476,0.274253726,-0.072436035,0.106425330,-0.004080193,0.991670310
1552661323927872512,-0.017289050,-0.102908224,0.289647847,-0.069943085,0.110870406,-0.003267309,0.991365254
1552661323961210624,-0.019010454,-0.102372035,0.305312008,-0.066520579,0.114944391,-0.002719166,0.991138458
1552661323994548480,-0.018711977,-0.105330408,0.321041793,-0.064499334,0.117403731,-0.003237589,0.990982175
1552661324027885568,-0.018565036,-0.105338924,0.335688740,-0.061939381,0.119487487,-0.004126886,0.990893185
1552661324061223424,-0.016574472,-0.104617186,0.349303365,-0.058994394,0.120328382,-0.004406302,0.990969896
1552661324094561536,-0.015605867,-0.103320435,0.362617850,-0.056981504,0.121455111,-0.004889736,0.990947962
1552661324128294656,-0.014698423,-0.102533370,0.375911653,-0.056602884,0.123255990,-0.005778096,0.990742505
1552661324161632512,-0.013135843,-0.102327697,0.387961566,-0.057749107,0.124619275,-0.006804467,0.990499258
1552661324194970624,-0.011274293,-0.100168355,0.399000436,-0.059424918,0.125516251,-0.006199014,0.990290821
1552661324228308480,-0.009613357,-0.098056056,0.409752816,-0.062121172,0.127215743,-0.004799203,0.989916205
1552661324261645568,-0.007838123,-0.097389370,0.420367151,-0.066862695,0.130006045,-0.004834832,0.989244401
1552661324294983424,-0.006041884,-0.094906628,0.430726469,-0.071598813,0.133092821,-0.005874747,0.988496542
1552661324328603648,-0.004324183,-0.092225045,0.440374106,-0.075629383,0.135328591,-0.007449943,0.987882018
1552661324361941504,-0.002701402,-0.090088263,0.451420128,-0.078550413,0.136252254,-0.008863424,0.987515390
1552661324395278592,-0.000708066,-0.087481432,0.460882097,-0.079537176,0.135730326,-0.010105599,0.987496316
1552661324428616448,-0.000516817,-0.084690847,0.471267968,-0.078532688,0.134758219,-0.011533010,0.987694204
1552661324461954560,0.001042657,-0.082301751,0.480691046,-0.076153681,0.132180378,-0.012576098,0.988215983
1552661324495291648,0.002402134,-0.078460529,0.490558624,-0.073110424,0.129066333,-0.012107398,0.988863051
1552661324528629504,0.002248272,-0.077480227,0.500831068,-0.072196290,0.125831395,-0.012160517,0.989346385
1552661324561967616,0.000613153,-0.077522427,0.512217700,-0.072553284,0.123523526,-0.012483017,0.989607096
1552661324595305472,0.000725381,-0.076034382,0.522103190,-0.072651744,0.120558120,-0.012078028,0.989970505
1552661324628959488,-0.000419721,-0.074880481,0.532370746,-0.072538547,0.118085876,-0.010816168,0.990291297
1552661324662297600,-0.001344420,-0.074976183,0.542409658,-0.073039196,0.116334133,-0.009787153,0.990472555
1552661324695635456,-0.001196019,-0.073904194,0.551830411,-0.073632307,0.115362890,-0.007494469,0.990562201
1552661324728972544,-0.001796842,-0.073138945,0.561347544,-0.074114472,0.115293533,-0.004358184,0.990553081
1552661324762310656,-0.002339438,-0.071250923,0.570192456,-0.073826551,0.115580283,-0.001000623,0.990550280
1552661324795648512,-0.002109692,-0.069747254,0.579042435,-0.073575959,0.116022103,0.001168150,0.990517080
1552661324829265408,-0.001611367,-0.069829792,0.587682486,-0.073950537,0.116520464,0.001873025,0.990429640
1552661324862602496,-0.002274156,-0.068421386,0.595670104,-0.074330181,0.117599674,0.001530760,0.990274191
1552661324895940608,-0.000920609,-0.066405781,0.602454066,-0.075173296,0.117315561,0.001701456,0.990243971
1552661324929278464,-0.002128020,-0.065973304,0.609886050,-0.077209570,0.116790973,0.001944659,0.990148902
1552661324962616576,-0.000802368,-0.063948981,0.615603149,-0.079293862,0.114591978,0.002176312,0.990240633
1552661324995953664,-0.000004485,-0.062383771,0.621054232,-0.081245720,0.112531789,0.002990003,0.990316510
1552661325029490432,0.001447290,-0.061878137,0.626354635,-0.082780577,0.110348940,0.004361980,0.990429938
1552661325062828544,0.001482606,-0.062012680,0.632062197,-0.084953271,0.109199762,0.005163227,0.990369439
1552661325096165632,0.004102655,-0.062048040,0.635885835,-0.087759733,0.107199103,0.005310429,0.990342557
1552661325129706496,0.004833825,-0.061887279,0.640766859,-0.090535827,0.106531687,0.005895955,0.990161359
1552661325163044608,0.006748140,-0.061321020,0.644874632,-0.092142634,0.105849944,0.006617696,0.990081668
1552661325196382464,0.008899666,-0.063776247,0.649161458,-0.093070604,0.105543166,0.007255408,0.990023196
1552661325229719552,0.010292679,-0.064753309,0.653671265,-0.092506111,0.105701298,0.007452634,0.990057707
1552661325263057408,0.012796886,-0.066336118,0.658228755,-0.092207938,0.106088266,0.006315630,0.990052044
1552661325296395520,0.013336696,-0.070198394,0.663030207,-0.092607901,0.108864725,0.003981700,0.989725411
1552661325329733632,0.016003527,-0.071323991,0.666540146,-0.091800936,0.111947022,0.000859354,0.989464343
1552661325363070464,0.017848030,-0.074902304,0.670397937,-0.092274688,0.114699006,-0.001628350,0.989104092
1552661325396408576,0.019217625,-0.077395745,0.674228609,-0.092550479,0.115427658,-0.001268471,0.988994062
1552661325429746432,0.020036131,-0.081139557,0.677960038,-0.094007187,0.114100881,0.000667754,0.989011228
1552661325463083520,0.020175792,-0.084344052,0.681002975,-0.095718451,0.112629302,0.002072036,0.989013851
1552661325496421632,0.019265540,-0.087439619,0.684379399,-0.097336851,0.111853614,0.003890482,0.988938391
1552661325529759488,0.017888851,-0.090411887,0.688183725,-0.098766968,0.111167327,0.004419253,0.988871753
1552661325563097600,0.017875522,-0.092154056,0.689946651,-0.100197218,0.109593421,0.002160656,0.988911092
1552661325596434432,0.017170250,-0.093011469,0.692639768,-0.101538040,0.108439915,-0.002217385,0.988901377
1552661325629933568,0.016601674,-0.096468002,0.694968462,-0.103180327,0.107029349,-0.006440013,0.988866568
1552661325663271424,0.016290464,-0.097454160,0.696275473,-0.102957718,0.104646184,-0.007704039,0.989135742
1552661325696609536,0.015505724,-0.098737925,0.697651505,-0.101903878,0.101458296,-0.005412999,0.989592135
1552661325729946624,0.011415027,-0.101629019,0.700083911,-0.099830322,0.099432245,-0.001718685,0.990022302
1552661325763284480,0.010707036,-0.103737041,0.701205730,-0.096990280,0.096841939,0.003531427,0.990556419
1552661325796622592,0.008987404,-0.104939952,0.701921701,-0.094950125,0.095869355,0.009844653,0.990806043
1552661325829959424,0.008830935,-0.107776910,0.702298701,-0.095562927,0.095030144,0.016181158,0.990744770
1552661325863297536,0.008157320,-0.109390825,0.702660680,-0.096917689,0.095391609,0.021761585,0.990471482
1552661325896635648,0.008633703,-0.111108229,0.702801824,-0.099168256,0.096720383,0.025808552,0.990022600
1552661325929973504,0.009475976,-0.112323284,0.702859879,-0.101677179,0.098949552,0.028442433,0.989475489
1552661325963310592,0.011758447,-0.113427997,0.702029586,-0.104351915,0.100429557,0.030216888,0.988995194
1552661325996648448,0.014724948,-0.114757210,0.701023519,-0.106276758,0.101018749,0.032965433,0.988642335
1552661326029986560,0.019318141,-0.116520375,0.699268699,-0.106700934,0.099617131,0.037107591,0.988592088
1552661326063323648,0.023167901,-0.117105797,0.697313666,-0.105443500,0.096645616,0.042131741,0.988820612
1552661326096661504,0.028546795,-0.116823822,0.695106566,-0.103821002,0.090824135,0.046669934,0.989340246
1552661326129999616,0.033521689,-0.118194982,0.692527533,-0.103229232,0.083982922,0.050144024,0.989836454
1552661326163337472,0.039748177,-0.117820144,0.689196765,-0.102203824,0.075339243,0.052086983,0.990537882
1552661326196674560,0.047446113,-0.117299512,0.685240924,-0.101604566,0.065260872,0.051346980,0.991353095
1552661326230012416,0.055644959,-0.116986796,0.681261420,-0.101007320,0.055298664,0.049009185,0.992137909
1552661326263350528,0.064414293,-0.116778523,0.676644444,-0.099659935,0.044841014,0.046703927,0.992912829
1552661326296688640,0.074536219,-0.115998790,0.671425045,-0.097855218,0.033434898,0.045779720,0.993584752
1552661326330025472,0.083883941,-0.116813451,0.666670322,-0.096585244,0.021345796,0.045523185,0.994053960
1552661326363363584,0.094468713,-0.117115200,0.661272287,-0.095378757,0.007569426,0.043289948,0.994470477
1552661326396701440,0.106251612,-0.116214842,0.654191256,-0.093841165,-0.005630169,0.039497439,0.994787455
1552661326430038528,0.117383778,-0.117228039,0.648460567,-0.092921779,-0.016086007,0.036541905,0.994872570
1552661326463376640,0.128063679,-0.117137149,0.642747164,-0.091852695,-0.025232431,0.034295578,0.994861901
1552661326496714496,0.140458927,-0.115629636,0.635438323,-0.091223091,-0.034182396,0.031660024,0.994739950
1552661326530052608,0.153423250,-0.113249280,0.628197253,-0.092150293,-0.042426612,0.030215645,0.994381845
1552661326563389440,0.167074621,-0.113113113,0.621396840,-0.096850693,-0.050452195,0.029967345,0.993567526
1552661326596727552,0.179962933,-0.110381208,0.614331424,-0.102039389,-0.057689227,0.029601458,0.992664933
1552661326630065664,0.194453955,-0.109335646,0.607523859,-0.107810177,-0.064568028,0.028936267,0.991650462
1552661326663403520,0.209521204,-0.105490141,0.601252496,-0.112452127,-0.071345717,0.027383015,0.990714133
1552661326696740608,0.222735852,-0.107033484,0.595265925,-0.118932590,-0.077176996,0.026506074,0.989543438
1552661326730078464,0.237283766,-0.107235052,0.589298606,-0.124091357,-0.083780803,0.025905972,0.988388062
1552661326763416576,0.253953099,-0.106201924,0.585052013,-0.128706604,-0.089970782,0.024858585,0.987280071
1552661326796753408,0.266964465,-0.093956076,0.578483224,-0.127571955,-0.093260169,0.023744093,0.987149537
1552661326830091520,0.282325298,-0.092355341,0.574193835,-0.129952088,-0.095757917,0.021514263,0.986650944
1552661326863429632,0.295762062,-0.089012749,0.570036173,-0.130817384,-0.096628599,0.019549204,0.986492574
1552661326896767488,0.311043382,-0.087074056,0.567154527,-0.131497726,-0.097142436,0.019190457,0.986358702
1552661326930104576,0.325570226,-0.085024655,0.564884365,-0.131585151,-0.096200213,0.018722536,0.986448348
1552661326963442432,0.339283228,-0.083725475,0.563485265,-0.131696448,-0.094108850,0.016820226,0.986669481
1552661326996780544,0.352251321,-0.083167896,0.562134147,-0.131905183,-0.091043934,0.014552042,0.986965179
1552661327030118656,0.366553307,-0.080450781,0.561584353,-0.130706832,-0.087424748,0.012553085,0.987479150
1552661327063455488,0.380532861,-0.079875916,0.561531901,-0.129856780,-0.083250880,0.010373912,0.987977207
1552661327096793600,0.392947435,-0.079075240,0.561739087,-0.128839761,-0.078762569,0.007925115,0.988500893
1552661327130131456,0.406289846,-0.078261353,0.562128067,-0.126863122,-0.075283885,0.006256901,0.989039421
1552661327163468544,0.419418186,-0.076921716,0.562998474,-0.124049135,-0.072810993,0.004157144,0.989592373
1552661327196806656,0.432207584,-0.077853471,0.564041436,-0.122006111,-0.070732526,0.001599100,0.990004480
1552661327230144512,0.444739997,-0.077181600,0.564473391,-0.118739486,-0.069140546,-0.000351257,0.990515232
1552661327263482624,0.458022118,-0.078439914,0.566538930,-0.116622008,-0.068620265,-0.001641805,0.990801632
1552661327296819456,0.468471259,-0.079186045,0.566590965,-0.114414603,-0.067913786,-0.002714763,0.991105258
1552661327330157568,0.480659485,-0.080958977,0.568097949,-0.113515638,-0.067959026,-0.004093514,0.991200805
1552661327363495424,0.491796285,-0.079989791,0.568112731,-0.112813950,-0.066819862,-0.006644252,0.991344512
1552661327396832512,0.504061937,-0.079684801,0.568123698,-0.113138974,-0.066292554,-0.009497902,0.991319656
1552661327430170624,0.515590131,-0.080264449,0.568098426,-0.113961622,-0.066140920,-0.012318059,0.991204500
1552661327463508480,0.524264336,-0.080384202,0.566828072,-0.114270501,-0.065582588,-0.015548701,0.991160631
1552661327496846592,0.540274143,-0.082900926,0.568919122,-0.115984395,-0.068150178,-0.017105117,0.990762591
1552661327530183424,0.550262868,-0.083634786,0.569020689,-0.116812445,-0.068644658,-0.018961824,0.990597367
1552661327563521536,0.560617507,-0.083264828,0.568369687,-0.117151007,-0.068923220,-0.020348616,0.990510523
1552661327596859648,0.570628464,-0.084647775,0.568414152,-0.118319802,-0.069165543,-0.021195387,0.990336955
1552661327630197504,0.579215586,-0.085147068,0.567917228,-0.119262382,-0.068762660,-0.021453844,0.990246415
1552661327663534592,0.587663054,-0.085538559,0.567475021,-0.120070077,-0.067264959,-0.021371707,0.990253448
1552661327696872448,0.595992029,-0.085796587,0.567138851,-0.120559230,-0.064920947,-0.021135774,0.990355492
1552661327730049536,0.604946494,-0.084857404,0.566495180,-0.120646745,-0.062368885,-0.021435283,0.990502417
1552661327763386624,0.613442540,-0.085889272,0.566380978,-0.121090285,-0.059201337,-0.021260222,0.990646422
1552661327796724480,0.622683346,-0.086694345,0.566027105,-0.120821863,-0.056676727,-0.020776171,0.990837097
1552661327830062592,0.630747199,-0.086095326,0.565194845,-0.120052330,-0.054270092,-0.021433486,0.991051376
1552661327863400448,0.640368402,-0.087067246,0.565000892,-0.119958296,-0.052617166,-0.022823961,0.991120815
1552661327896737536,0.647201061,-0.086671762,0.563935935,-0.119259872,-0.050204914,-0.024708660,0.991285026
1552661327930075648,0.655963778,-0.086304039,0.563464105,-0.118525088,-0.048761591,-0.025663201,0.991420925
1552661327963413504,0.663149059,-0.085046984,0.562921107,-0.117490411,-0.046799026,-0.026458615,0.991617739
1552661327996751616,0.673127890,-0.084145054,0.561857343,-0.116506435,-0.046183731,-0.028294263,0.991712034
1552661328030088448,0.679160893,-0.084749721,0.561367273,-0.116067544,-0.044769969,-0.030501433,0.991762877
1552661328063426560,0.687180281,-0.086754292,0.561492443,-0.116481125,-0.044714347,-0.032373782,0.991657555
1552661328096764416,0.694233894,-0.084589079,0.560553074,-0.115073897,-0.045096979,-0.033978626,0.991750836
1552661328130101504,0.700123489,-0.084902540,0.560292840,-0.113845699,-0.045464277,-0.035328843,0.991828620
1552661328163439616,0.705486715,-0.086808778,0.559648395,-0.112993240,-0.045299698,-0.036568660,0.991888702
1552661328196777472,0.710173428,-0.086864978,0.558474064,-0.111726105,-0.044718962,-0.038949609,0.991967916
1552661328230115584,0.714558780,-0.086101435,0.557577968,-0.110378146,-0.045181774,-0.042089052,0.991969645
1552661328263452416,0.717562973,-0.088529125,0.556789339,-0.109869234,-0.046856727,-0.044642683,0.991836786
1552661328296790528,0.718541980,-0.089202143,0.554990828,-0.109016351,-0.049058817,-0.046600081,0.991734385
1552661328330128640,0.719669938,-0.090540372,0.553670704,-0.108682208,-0.051789742,-0.048645183,0.991533995
1552661328363466496,0.718876302,-0.092240207,0.552297294,-0.108646184,-0.053298697,-0.051210787,0.991328776
1552661328396803584,0.717119575,-0.094718203,0.550894022,-0.108930595,-0.053851098,-0.053423967,0.991150856
1552661328430141440,0.712032020,-0.096601374,0.548989892,-0.109550998,-0.052390687,-0.054535676,0.991100252
1552661328463479552,0.706814528,-0.097517677,0.547903955,-0.110619076,-0.050242275,-0.054800469,0.991078258
1552661328496816640,0.700601578,-0.099092372,0.546664178,-0.112407476,-0.047874123,-0.053922631,0.991042376
1552661328530154496,0.692719400,-0.100872345,0.545388937,-0.114375360,-0.044763152,-0.052443910,0.991041958
1552661328563492608,0.683640361,-0.101060428,0.544243395,-0.115578316,-0.041238062,-0.051231623,0.991118789
1552661328596830464,0.674786747,-0.102195092,0.543687463,-0.116912767,-0.038319718,-0.050346576,0.991124690
1552661328630167552,0.664900899,-0.102276050,0.543165922,-0.116847992,-0.036385860,-0.049106210,0.991267443
1552661328663505408,0.655123591,-0.102176942,0.543120801,-0.116136059,-0.035798471,-0.047232069,0.991463602
1552661328696843520,0.644736111,-0.102276161,0.542650938,-0.115949139,-0.035212647,-0.044449996,0.991635025
1552661328730180608,0.634854198,-0.101204932,0.542445779,-0.115856804,-0.034065831,-0.041205037,0.991825998
1552661328763518464,0.625999868,-0.101377450,0.542375565,-0.116677552,-0.033284646,-0.038097072,0.991880596
1552661328796856576,0.615921021,-0.100617334,0.542858779,-0.117069051,-0.032199837,-0.035231095,0.991976202
1552661328830194432,0.606160581,-0.099466935,0.542610347,-0.117006905,-0.031305593,-0.032891635,0.992092490
1552661328863531520,0.595756590,-0.099434428,0.543251455,-0.116789393,-0.030235926,-0.031421222,0.992198944
1552661328896869632,0.586929977,-0.098527178,0.544215202,-0.115628935,-0.029294742,-0.030517921,0.992391288
1552661328930207488,0.577626348,-0.101026639,0.545062423,-0.115000747,-0.028109351,-0.029368268,0.992533207
1552661328963545600,0.568128884,-0.100511357,0.545718551,-0.112833254,-0.027156733,-0.027756467,0.992854893
1552661328996882432,0.557998002,-0.101654783,0.546465337,-0.111646935,-0.026104255,-0.026280036,0.993057370
1552661329030220544,0.548739493,-0.101264328,0.546895504,-0.109872200,-0.025341662,-0.025148764,0.993304312
1552661329063558656,0.539447725,-0.101016879,0.547393382,-0.108576760,-0.024627101,-0.024668014,0.993476748
1552661329096895488,0.530361950,-0.102444805,0.548112690,-0.108413495,-0.024324918,-0.024699787,0.993501246
1552661329130233600,0.521151364,-0.102381356,0.548994124,-0.107439525,-0.024491994,-0.024544727,0.993606806
1552661329163571456,0.511750937,-0.102468975,0.549536109,-0.106703237,-0.023735564,-0.024064872,0.993716240
1552661329196909568,0.500125885,-0.102713928,0.550166249,-0.106524423,-0.022064667,-0.023740655,0.993781686
1552661329230246656,0.491444200,-0.102629274,0.550990939,-0.107081406,-0.021205463,-0.023399165,0.993748665
1552661329263584512,0.480153471,-0.103130557,0.551906168,-0.108013451,-0.018469861,-0.022233877,0.993729115
1552661329296922624,0.469219536,-0.102200672,0.552743614,-0.107770011,-0.015926525,-0.020588964,0.993835032
1552661329330260480,0.458790153,-0.099981681,0.553686380,-0.105778724,-0.012613169,-0.018589092,0.994135916
1552661329363597568,0.447478235,-0.099186838,0.554435968,-0.102603108,-0.008602657,-0.015434277,0.994565427
1552661329396935424,0.437023997,-0.099678092,0.556237102,-0.099495471,-0.005883943,-0.012363108,0.994943798
1552661329430273536,0.425315261,-0.098985285,0.556800127,-0.096077889,-0.002834583,-0.009826912,0.995321274
1552661329463610624,0.413481444,-0.098099157,0.557454824,-0.093294173,-0.000083863,-0.007671033,0.995609045
1552661329496948480,0.403802752,-0.098045215,0.558257282,-0.092400253,0.000836806,-0.006918292,0.995697558
1552661329530286592,0.393701404,-0.098914355,0.558710992,-0.092426516,0.002320733,-0.007107812,0.995691419
1552661329563624448,0.381714076,-0.099517025,0.559121251,-0.092332691,0.005084095,-0.006909599,0.995691240
1552661329596961536,0.371032715,-0.099370115,0.559242308,-0.092248380,0.007000602,-0.006144892,0.995692492
1552661329630299648,0.360929102,-0.102061510,0.560273170,-0.093881801,0.008986199,-0.005043841,0.995530009
1552661329663637504,0.350404829,-0.103872269,0.560536206,-0.095806345,0.011301552,-0.003065057,0.995331109
1552661329696975616,0.340579122,-0.103047043,0.560314655,-0.097305454,0.013157162,-0.001564924,0.995166361
1552661329730312448,0.328267336,-0.104476109,0.560056090,-0.100263774,0.016085155,-0.000549592,0.994830668
1552661329763650560,0.319254607,-0.104286835,0.559849024,-0.102770306,0.017061479,0.000826130,0.994558454
1552661329796988416,0.310821742,-0.103581697,0.559457421,-0.104253650,0.017190939,0.001847656,0.994400442
1552661329830325504,0.299830288,-0.105447777,0.558978140,-0.105914809,0.017791286,0.002669819,0.994212449
1552661329863663616,0.290229887,-0.104713559,0.558964849,-0.105852507,0.017814172,0.003800374,0.994215012
1552661329897001472,0.277321100,-0.102885827,0.558271468,-0.104722425,0.019283889,0.004412145,0.994304717
1552661329930339584,0.267200679,-0.103215463,0.558559954,-0.104043424,0.020705538,0.004724422,0.994345963
1552661329963676416,0.256876707,-0.102794811,0.558630824,-0.102848262,0.023094546,0.004075546,0.994420588
1552661329997014528,0.248905584,-0.102942765,0.559792757,-0.102094695,0.025194226,0.003133893,0.994450629
1552661330030352640,0.237812594,-0.102754250,0.558404386,-0.101315774,0.028540026,0.003109906,0.994440019
1552661330063690496,0.228226423,-0.101253755,0.558237374,-0.100312412,0.031485509,0.002586575,0.994454324
1552661330097027584,0.217921630,-0.103120029,0.558365583,-0.100717038,0.035116073,0.002215296,0.994292736
1552661330130365440,0.206636280,-0.105947711,0.560593009,-0.101378158,0.038558573,0.002387426,0.994097590
1552661330163703552,0.195675507,-0.106640890,0.559478462,-0.100651897,0.042049143,0.002958374,0.994028330
1552661330197040640,0.183698922,-0.106572524,0.559651434,-0.099291176,0.046520576,0.004059213,0.993962109
1552661330230378496,0.173158944,-0.106575154,0.559864461,-0.098262332,0.050338283,0.006071883,0.993868053
1552661330263716608,0.163502872,-0.108733550,0.561658263,-0.098695353,0.052939925,0.007383753,0.993681073
1552661330297054464,0.150855154,-0.110836759,0.562515140,-0.099487893,0.056824040,0.008941122,0.993374705
1552661330330391552,0.139993683,-0.110820301,0.562569678,-0.099492624,0.060954824,0.010369804,0.993115425
1552661330363729408,0.128816396,-0.111087270,0.563134015,-0.099030197,0.065785743,0.011163336,0.992844701
1552661330397067520,0.116193816,-0.110448614,0.563226759,-0.097806089,0.070269644,0.011340049,0.992656827
1552661330430404608,0.105133757,-0.110565893,0.563881397,-0.097366706,0.073177330,0.011533765,0.992487669
1552661330463742464,0.093430251,-0.109217189,0.563910902,-0.097084284,0.076139435,0.011382043,0.992294252
1552661330497080576,0.082131624,-0.110230185,0.564706802,-0.098006539,0.078685910,0.010861291,0.992010772
1552661330530418432,0.070279650,-0.108684808,0.565224767,-0.097845353,0.080175743,0.011415243,0.991901159
1552661330563755520,0.059364077,-0.109683648,0.565587878,-0.098711766,0.080893755,0.011508561,0.991755903
